ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
22	sexual concentrate behavior delete apply atheists fbi ignorant brain counterexample	1.6	2.0	2.8	1	'delete'	4	"[(""'atheists'"", ""'brain'""), (""'concentrate'"", ""'behavior'""), (""'delete'"", ""'apply'""), (""'fbi'"", ""'ignorant'"")]"	0	
23	numner matting svhs mtd antecdent crystalize carlsbad welbon toasterhead dispell	2.0	1.8	2.2	3	'numner' 'matting' 'toasterhead'	2	"[(""'numner'"", ""'mtd'""), (""'matting'"", ""'toasterhead'"")]"	3	'numner' 'mtd' 'antecdent'
24	engine car ride big mile buy helmet light turn hit	2.8	2.2	3.0	3	'helmet' 'light' 'hit'	2	"[(""'car'"", ""'ride'""), (""'mile'"", ""'ride'"")]"	0	
25	thank advance sale printer interested appreciate mail monitor display print	2.6	2.0	3.0	0		2	"[(""'thank'"", ""'appreciate'""), (""'print'"", ""'display'"")]"	0	
26	team game year play player good point run bad second	3.0	2.4	3.0	0		8	"[(""'team'"", ""'team'""), (""'game'"", ""'game'""), (""'year'"", ""'year'""), (""'play'"", ""'play'""), (""'player'"", ""'player'""), (""'good'"", ""'good'""), (""'point'"", ""'point'""), (""'run'"", ""'run'"")]"	0	
27	window use set include software windows graphic file image program	2.6	2.0	2.8	3	'use' 'file' 'program'	2	"[(""'window'"", ""'windows'""), (""'use'"", ""'use'"")]"	0	
28	numner ulman revisited structures sceptic interection abord corporeal tierra svhs	2.6	2.2	2.6	3	'numner' 'ulman' 'abord'	1	"[(""'corporeal'"", ""'sceptic'"")]"	5	'numner' 'ulman' 'interection' 'abord' 'svhs'
29	drive problem disk card hard ram motherboard floppy run use	2.0	1.6	2.6	0		2	"[(""'drive'"", ""'card'""), (""'disk'"", ""'hard'"")]"	0	
30	people way kill long close man turkish come child massacre	2.2	2.0	2.8	1	'kill'	2	"[(""'people'"", ""'man'""), (""'kill'"", ""'massacre'"")]"	0	
31	window thank file font help windows advance application appreciate graphic	2.4	2.0	2.8	1	'appreciate'	2	"[(""'window'"", ""'windows'""), (""'help'"", ""'help'"")]"	0	
32	uhhh numner mtd carlsbad dispell reasoable corporeal alunatic myronreuger revisited	2.0	2.0	2.2	2	'uhhh' 'alunatic'	3	"[(""'numner'"", ""'number'""), (""'mtd'"", ""'mt'""), (""'revisited'"", ""'visited'"")]"	3	'numner' 'reasoable' 'myronreuger'
33	card video memory color mac bus mouse monitor drive problem	2.4	2.6	2.8	3	'mouse' 'monitor' 'drive'	8	"[(""'color'"", ""'color'""), (""'memory'"", ""'memory'""), (""'monitor'"", ""'monitor'""), (""'drive'"", ""'drive'""), (""'mouse'"", ""'mouse'""), (""'mac'"", ""'mac'""), (""'bus'"", ""'bus'""), (""'card'"", ""'card'"")]"	0	
34	numner svhs matting dispell infirmity crystalize jaggie toasterhead lamentation probablity	2.0	2.0	2.2	4	'probablity' 'jaggie' 'toasterhead' 'numner'	6	"[(""'numner'"", ""'number'""), (""'svhs'"", ""'svhs'""), (""'matting'"", ""'matting'""), (""'dispell'"", ""'dispell'""), (""'infirmity'"", ""'infirmity'""), (""'crystalize'"", ""'cr"")]"	2	'numner' 'probablity'
35	numner probablity mtd dispell zipws carlsbad recommene myronreuger jaggie specualtion	2.0	2.2	1.8	4	'numner' 'carlsbad' 'specualtion' 'jaggie'	2	"[(""'probablity'"", ""'probability'""), (""'zipws'"", ""'zip'"")]"	3	'numner' 'probablity' 'specualtion'
36	max chz mmw air mkw nkh urmw mnk evz kir	2.6	1.6	1.8	2	'chz' 'mmw'	2	"[(""'mmw'"", ""'urmw'""), (""'mnk'"", ""'nkh'"")]"	0	
37	space post mail nasa available datum ames send orbit jpl	2.6	2.0	3.0	1	'ames'	2	"[(""'space'"", ""'orbit'""), (""'nasa'"", ""'jpl'"")]"	0	
38	numner svhs probablity matting crystalize specualtion toasterhead itor mtd inclusive	2.0	1.8	2.0	2	'numner' 'toasterhead'	2	"[(""'numner'"", ""'mtd'""), (""'svhs'"", ""'specualtion'"")]"	4	'numner' 'specualtion' 'toasterhead' 'itor'
39	svhs numner matting crystalize toasterhead itor revisited cdq disemination orientiation	2.0	2.4	1.8	4	'numner' 'itor' 'disemination' 'orientiation'	3	"[(""'svhs'"", ""'itor'""), (""'matting'"", ""'cdq'""), (""'orientiation'"", ""'crystalize'"")]"	4	'numner' 'itor' 'cdq' 'orientiation'
40	chip fast speed scsi clipper drive bit car phone buy	2.6	2.0	3.0	3	'car' 'phone' 'buy'	2	"[(""'fast'"", ""'speed'""), (""'drive'"", ""'car'"")]"	0	
41	welbon numner syn mtd runme carlsbad matting myronreuger crystalize programl	2.4	2.2	2.0	2	'numner' 'matting'	3	"[(""'matting'"", ""'mtd'""), (""'numner'"", ""'number'""), (""'runme'"", ""'run'"")]"	3	'numner' 'myronreuger' 'programl'
42	thank cica advance hello anybody appreciate terminal convert thanx download	2.4	1.8	2.4	3	'cica' 'terminal' 'download'	6	"[(""'thank'"", ""'thanx'""), (""'cica'"", ""'cica'""), (""'advance'"", ""'advance'""), (""'hello'"", ""'hello'""), (""'anybody'"", ""'anybody'""), (""'appreciate'"", ""'appreciate'"")]"	0	
43	svhs matting numner crystalize toasterhead itor cdq disemination orientiation dispell	2.4	2.4	2.4	2	'numner' 'itor'	6	"[(""'svhs'"", ""'svhs'""), (""'matting'"", ""'matting'""), (""'numner'"", ""'numner'""), (""'crystalize'"", ""'crystalize'""), (""'toasterhead'"", ""'toasterhead'""), (""'itor'"", ""'itor'"")]"	5	'numner' 'itor' 'cdq' 'orientiation' 'dispell'
44	gun crime control government case criminal state law country israel	2.6	1.4	2.6	0		7	"[(""'gun'"", ""'weapon'""), (""'crime'"", ""'offense'""), (""'control'"", ""'regulation'""), (""'government'"", ""'state'""), (""'case'"", ""'matter'""), (""'criminal'"", ""'offender'""), (""'law'"", ""'statute'"")]"	0	
45	israel jews religion peace state claim islam country religious life	2.8	2.4	2.8	0		4	"[(""'israel'"", ""'country'""), (""'jews'"", ""'religion'""), (""'israel'"", ""'state'""), (""'islam'"", ""'religion'"")]"	0	
46	interested mail paper appreciate internet thank response picture company reply	3.0	2.2	3.0	0		2	"[(""'mail'"", ""'reply'""), (""'response'"", ""'reply'"")]"	0	
47	numner specualtion corporeal mtd anthology witrh carlsbad suppositions shackle myronreuger	2.0	2.2	2.0	3	'numner' 'myronreuger' 'shackle'	3	"[(""'numner'"", ""'mtd'""), (""'specualtion'"", ""'suppositions'""), (""'carlsbad'"", ""'myronreuger'"")]"	4	'numner' 'specualtion' 'witrh' 'myronreuger'
48	numner probablity mtd carlsbad myronreuger syn inclusive worldtoolkit runme simation	2.2	2.0	2.2	3	'numner' 'runme' 'simation'	5	"[(""'numner'"", ""'number'""), (""'probablity'"", ""'probability'""), (""'mtd'"", ""'method'""), (""'carlsbad'"", ""'carlsbad'""), (""'myronreuger'"", ""'myronreger'"")]"	2	'numner' 'simation'
49	msg food sensitivity sex eat effect taste allah reaction flavor	2.6	2.6	2.6	1	'allah'	7	"[(""'msg'"", ""'message'""), (""'food'"", ""'dish'""), (""'sensitivity'"", ""'sensitivity'""), (""'eat'"", ""'eat'""), (""'effect'"", ""'effect'""), (""'taste'"", ""'taste'""), (""'allah'"", ""'allah'"")]"	0	
