	model	number of topics	topic id	topic words	text id	paper id	text	labels	llm_model	llm_model	under_coverage_example	over_coverage_example	under_coverage	over_coverage
10	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	378501	6572	two representative freshwater fish specie , the bluegill sunfish ( Lepomis macrochirus ) and the channel catfish ( Ictalurus punctatus ) , and two representative freshwater shellfish species , a unionacean clam ( Elliptio complanata ) and the northern crayfish ( orconecte virilis ) , be expose separately to two application of [ , with d between the two dosing .	irrigation canals | glycerol | clams | Ictalurus punctatus | metabolism | Lepomis macrochirus | crayfish | shellfish | metabolites | irrigation water | freshwater	llama	llama	"[""'sunfish', 'species', 'dosage', 'application', 'dosing', 'unionacean', 'complanata', 'vir"", ', ]', ', ]', "", 'species' , 'application' , 'dosing' ]"", '""dosing"", ""application"", ""species"", ""dosage"" ]']"	"[""'irrigate', 'reclaimed' ]"", ""'industrial' ]"", ""'irrigate', 'industrial', 'municipal' ]"", ']', ""'irrigate', 'industrial', 'sewage' ]""]"	4.0	2.25
11	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	3083	23202	the impact of water user ’ association on the productivity of irrigate agriculture in Pakistani Punjab	energy | land resources | irrigated farming | groundwater | farms | energy resources | productivity | surface water | Pakistan | water resources	llama	llama	"[""'association', 'productivity', 'agriculture', 'Pakistani']"", ""]\n\nThe document contains the following themes that are not in the topic word set: 'user', 'agriculture', 'productivity', 'association"", ""'productivity', 'water user association', 'agriculture', 'Pakistan', 'Punjab' ]"", ""'water user association', 'agriculture in Pakistani Punjab']"", ""'productivity', 'association', 'user', 'agriculture' ]""]"	"[""'wastewater', 'sewage', 'industrial', 'municipal' ]"", ""'wastewater', 'sewage', 'industrial', 'municipal' ]"", ""'wastewater', 'municipal', 'sewage', 'industrial' ]"", ""'wastewater', 'sewage', 'reclaimed', 'municipal', 'industrial']"", ""'wastewater', 'sewage', 'industrial', 'municipal' ]""]"	3.75	4.2
12	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	156634	44997	the yield reduction be   in rainfe treatment ,   when irrigate in G t period , and   when irrigate in G H stage .	irrigation systems | winter wheat | sowing date | yield prediction | agricultural water management | canopy cover	llama	llama	"[',  ]', ',  ]', ',  ]', ',  ,  ]', ""'rainfe', 'treatment' ]""]"	"[""'wastewater', 'effluent', 'sewage', 'freshwater', 'industrial', 'municipal' ]"", ""'wastewater', 'freshwater', 'industrial', 'municipal']"", ""'wastewater', 'freshwater', 'industrial', 'reclaimed', 'municipal' ]"", ""'wastewater', 'treat', 'effluent', 'reuse', 'sewage', 'freshwater', 'industrial', '"", ""'effluent', 'freshwater', 'industrial', 'municipal', 'reuse', 'sewage' ]""]"	2.2	5.8
13	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	27710	3126	hence , they can play an important role in wastewater reuse .	drinking water | water reuse | groundwater recharge | aquifers | requirements | vegetables | health protection | wastewater treatment | water storage | water quality | health | microbial contamination | pollution | public health | pathogens | irrigation water	llama	llama	"[']', ']', ']', '""important"", ""role"", ""hence"", ""can play"" ]', ']\n\nStep 1: Tokenize the given document into words, where each word is a token.\n""they can play an important role in wastewater reuse']"	"[""'irrigate', 'freshwater', 'industrial', 'municipal' ]"", ""'irrigate', 'freshwater', 'industrial', 'municipal' ]"", ""'irrigate', 'freshwater', 'industrial', 'municipal' ]"", ""'irrigate', 'freshwater', 'industrial', 'municipal' ]"", ""'irrigate', 'freshwater', 'industrial', 'municipal' ]""]"	4.0	4.0
14	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	231934	27171	faecal pollution on vegetable and soil drip irrigate with treat municipal wastewater	Escherichia coli | risk | Salmonella | wastewater irrigation | microbial contamination | activated sludge | field experimentation | microirrigation | soil | vegetable crops | screening | irrigation water | Cryptosporidium | porosity | denitrification | Italy | human health | pollution | sand | chemical precipitation | filtration | vegetables | chlorination | food contamination | municipal wastewater | phosphorus | coliform bacteria | drip irrigation | bacterial contamination | Giardia	llama	llama	"[""'faecal', 'vegetable', 'soil', 'drip' ]"", ""'faecal', 'vegetable', 'soil', 'drip']"", ""'faecal', 'pollution', 'vegetable', 'soil', 'drip']"", ""'vegetable', 'soil', 'faecal pollution' ]"", ""'faecal pollution on vegetable and soil drip']""]"	"[""'freshwater', 'industrial', 'reclaimed']"", ""'freshwater', 'industrial']"", ""'freshwater', 'industrial' ]"", ""'freshwater', 'industrial', 'reclaimed' ]"", ""'industrial', 'freshwater', 'reclaimed' ]""]"	3.4	2.6
15	lda	50	3	land food risk vegetable metal country human health heavy contamination	328932	40667	the connection of copper accumulation in soil with dietary and ecological risk be also briefly illustrate .	soil quality | copper | irrigation water | soil | irrigation | climate change	llama	llama	"[""'accumulation', 'ecological', 'illustrate' ]"", ""'copper', 'ecological', 'accumulation' ]"", ']\n\nThe document contains phrases like ""copper accumulation in soil"", ""dietary and ecological risk"", which are not explicitly mentioned in the topic word set', ']', ""'connection', 'copper', 'soil', 'dietary', 'ecological' ]""]"	"[""'land', 'vegetable' ]"", ']', ""'land' ]"", ""'country' ]"", ""'land' ]""]"	3.6666666666666665	1.25
16	lda	50	3	land food risk vegetable metal country human health heavy contamination	29037	44396	research in - on ordinary heavy loamy chernozem of the experimental field of the Birutchecutskaya Vegetable Experimental Station – branch of FSBSI Federal Scientific Vegetable Center ( Rostov Region , Novocherkassk ) with a new variety of tomato Krasny banker .	drip irrigation | quality | mineral fertilizers | productivity | agriculture	llama	llama	"[""'country', 'health', 'risk', 'vegetable', 'land', 'contamination' ]"", ""'country', 'food', 'metal', 'risk', 'vegetable', 'health' ]"", ""'country', 'human', 'health', 'risk', 'food', 'vegetable' ]"", ""'banker', 'region', 'center', 'station', 'field', 'varietal' ]"", ""'country', 'risk', 'contamination', 'vegetable', 'health', 'food', 'land',  ]""]"	"[""'metal', 'country', 'human', 'contamination' ]"", ""'metal', 'country', 'human', 'health' ]"", ""'metal', 'health', 'risk', 'country', 'human' ]"", ""'metal', 'risk', 'contamination', 'country', 'human', 'health' ]"", ""'metal', 'country', 'human', 'health', 'contamination' ]""]"	6.4	4.8
17	lda	50	3	land food risk vegetable metal country human health heavy contamination	198954	37188	in particular , it should ensure that beneficiary have the know - how and funding to work the land which they be allocate .	privatization | land policies | farm transfers | land subdivision | private land | agricultural development | irrigation	llama	llama	"[""'beneficiary', 'ensure', 'know-how', 'allocate' ]"", ""'funding', 'allocate' ]"", '""beneficiary"", ""know-how"", ""allocate"" ]', ""'beneficiary', 'ensure', 'have', 'which', 'they', 'allocate', 'work', 'funding', 'particular'"", ""'funding', 'allocate' ]""]"	"[""'metal', 'country', 'health', 'heavy', 'contamination', 'vegetable', 'food' ]"", ""'metal', 'health', 'contamination' ]"", ""'metal', 'vegetable', 'country', 'health', 'heavy', 'contamination' ]"", ""'metal', 'country', 'health', 'heavy', 'contamination' ]"", ""'metal', 'food', 'vegetable', 'contamination', 'heavy' ]""]"	4.0	5.2
18	lda	50	3	land food risk vegetable metal country human health heavy contamination	64412	34096	the investigation be conduct in the farmland along the Fuhe River to explore characteristic of heavy metal in soil and grain of wheat and maize from a long - term sewage - irrigate area of baoding region .	wheat | crops | China | cadmium | mercury | risk | lead | sewage | topsoil | human health | agricultural land | irrigation | nickel | food safety | soil sampling | rivers | arsenic | heavy metals | groundwater | chromium	llama	llama	"[""'investigation', 'farm', 'region', 'wheat', 'maize', 'sewage', 'irrigate' ]"", ""'sewage', 'region', 'investigation', 'soil', 'wheat', 'maize', 'irrigate' ]"", ""'investigation', 'irrigate', 'wheat', 'maize', 'region' ]"", ""'investigation', 'characteristic', 'region', 'sewage', 'wheat', 'maize', 'irrigate', '"", ""'investigation', 'farmland', 'characteristic', 'region', 'sewage', 'wheat', 'maize', 'ir""]"	"[""'vegetable', 'country' ]"", ""'vegetable', 'country' ]"", ""'vegetable', 'country' ]"", ""'vegetable', 'country' ]"", '""vegetable"", ""country"", ""health"" ]']"	7.0	2.2
19	lda	50	3	land food risk vegetable metal country human health heavy contamination	101687	38081	farmer ’ risk aversion and loss aversion be elicit use incentive - compatible risk experiment .	credit | China | risk | regression analysis | crop diversification | irrigation | household income | climate change adaptation | climate change | farmers	llama	llama	"[""'incentive', 'experiment', 'aversion', 'compatible' ]"", ""'incentive', 'compatible', 'experiment' ]"", ']', ""'incentive', 'compatible', 'elicit', 'aversion' ]"", ""'incentive', 'compatible', 'experiment', 'aversion' ]""]"	"[""'metal', 'country', 'human', 'health' ]"", ""'metal', 'country', 'human', 'health', 'heavy', 'contamination' ]"", ""'metal', 'country', 'human', 'health', 'heavy', 'contamination' ]"", ""'metal', 'heavy', 'country', 'human' ]"", ""'metal', 'country', 'health', 'heavy' ]""]"	3.75	4.8
20	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	349960	5207	a strong positive effect of rice root exudate on methane production imply that cultivar selection for low methane emission should not only be base on the gas transport capability but also on the quality and quantity of root exudate .	crop management | root exudates | soil microorganisms | soil temperature | soil pH | redox potential | rice soils | methane | gas exchange | nitrogen fertilizers | soil organic matter | parenchyma | water management | Oryza sativa | irrigation | losses from soil | oxidation	llama	llama	"[""'exudate', 'cultivar', 'emission', 'capability', 'quality', 'quantity' ]"", ""'exudate', 'selection', 'production', 'transport', 'capability', 'quality', 'quantity' ]"", ""'exudate', 'cultivar', 'emission', 'gas', 'production' ]"", ""'exudate', 'emission', 'transport', 'capability', 'quality', 'quantity', 'cultivar', 'selection' ]"", ""'exudate', 'cultivar', 'emission', 'capability' ]""]"	"[""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter', 'shoot' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter', 'shoot', 'stem' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter', 'shoot', 'stem' ]""]"	6.0	7.8
21	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	247439	12050	the number of rot root be increase with the defoliation level and be significantly high for SD sugar beet ( root ) .	Macrophomina phaseolina | spring | Fusarium | Greece | Corsica | irrigation | Rhizopus stolonifer | sugar beet | sugars | Thanatephorus cucumeris | water stress | cultivars | defoliation | Beta vulgaris	llama	llama	"[""'increase', 'defoliation', 'significantly', 'high', 'SD', 'sugar', 'beet' ]"", ""'defoliation', 'increase', 'level', 'beet', 'significantly', 'high', 'sugar' ]"", ""'increase', 'beet', 'defoliation', 'level', 'significantly', 'high' ]"", '""increase"", ""beet"", ""defoliation"" ]', ""'increase', 'level', 'defoliation' ]""]"	"[""'dry', 'fruit', 'leave', 'weight', 'shoot', 'stem' ]"", ""'dry', 'fruit', 'shoot', 'stem', 'leave' ]"", ""'dry', 'fruit', 'leave', 'matter', 'shoot', 'stem' ]"", ""'dry', 'fruit', 'leave', 'matter', 'shoot', 'stem' ]"", ""'dry', 'fruit', 'leave', 'matter', 'shoot', 'stem' ]""]"	5.2	5.8
22	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	274350	24154	linear negative correlation be observe between K ᵣ and the excise root diameter as well as between K ₛ and the shoot stem diameter .	Prunus persica | nitrogen content | peaches | hydraulic conductivity | nursery stock | nitrogen | nitrogen fertilizers | shoots | leaf area | soil water | irrigation | seedlings | soil water content	llama	llama	"[']', ""'ex', 'negative', 'correlation', 'be', 'as', 'well' ]"", '""excise"", ""negative correlation"" ]', ""'excise', 'negative correlation' ]"", ""'correlation', 'excise', 'negative' ]""]"	"[""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter', 'leave' ]"", ""'dry', 'leaf', 'fruit', 'weight', 'leave', 'matter', 'leave' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'leaf', 'number', 'weight', 'leave' ]"", ""'dry', 'leaf', 'fruit', 'number', 'leave', 'matter', 'weight', 'leave' ]""]"	3.25	7.0
23	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	50937	17535	shoot and root length , fresh and dry weight be reduce with increase salinity .	urban wastes | nitrogen content | growth | phosphates | salinity | nutrients | dry matter content | Acacia nilotica | roots | shoots | wastewater | potassium | proximate composition	llama	llama	"['""salinity"" ]', ""'salinity' ]"", '""increase"", ""salinity"" ]', ""'salinity' ]"", ']']"	"[""'leaf', 'fruit', 'leave', 'matter', 'number', 'stem' ]"", ""'leaf', 'number', 'leave', 'fruit', 'stem' ]"", ""'leaf', 'fruit', 'number', 'leave' ]"", ""'leaf', 'fruit', 'leave', 'matter', 'number', 'stem' ]"", ""'leaf', 'fruit', 'leave', 'matter', 'number', 'stem' ]""]"	1.25	5.4
24	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	92177	44726	root and shoot Si be unaffected by NaCl or Si , however , shoot Na increase .	silicones | toxicity | electrical conductivity | salinity | soil structure | soil solution | peroxidases | tomatoes | agroecosystems | plant nutrition | reactive oxygen species | osmotic pressure | silicon | biomass | hydroponics | proline	llama	llama	"[""'NaCl', 'increase' ]"", ""'matter', 'leave' ]"", ""'NaCl', 'Si', 'increase' ]"", ""'NaCl', 'Si' ]"", ""'NaCl', 'Si' ]""]"	"[""'dry', 'fruit', 'leaf', 'leave', 'number', 'weight' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter', 'stem' ]"", ""'dry', 'fruit', 'leave', 'number', 'weight', 'matter' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'fruit', 'leaf', 'leave', 'number', 'weight' ]""]"	2.2	6.6
25	lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	17597	47699	by demonstrate that associational effect be contingent upon abiotic constraint , we bring new insight into our understanding of the mechanism drive diversity — resistance relationship across climatic gradient .	Betula pendula | France | biodiversity | drought | environmental factors | irrigation | leaves | nutritive value | species diversity | starch | sugars | trees | water content | water stress	llama	llama	"[""'associational effect', 'abiotic constraint', 'mechanism drive diversity', 'climatic gradient' ]"", ""'abiotic', 'climatic', 'constraint', 'diversity', 'mechanism', 'drive' ]"", ""'abiotic constraint', 'climatic gradient', 'mechanism drive diversity' ]"", ""'abiotic', 'climatic', 'diversity', 'mechanism', 'resistance' ]"", ""'abiotic constraint', 'climate gradient', 'demonstrate', 'diversity -- resistance', 'mechanism drive' ]""]"	"[""'cucumber', 'daily', 'eto' ]"", ""'cucumber', 'daily', 'age' ]"", ""'cucumber', 'daily', 'eto' ]"", ""'cucumber', 'daily', 'eto' ]"", ""'cucumber', 'daily', 'age' ]""]"	4.6	3.0
26	lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	36338	20268	the temporal variation of VTCI also provide drought pattern change over space and time .	weather stations | surface temperature | environmental monitoring | agriculture | drought | moderate resolution imaging spectroradiometer | soil water potential | methods | water stress | remote sensing | soil water | irrigation | regression analysis | satellites | temperature | grain crops | vegetation	llama	llama	"[""'time', 'drought', 'pattern', 'space', 'over' ]"", ""'temporal', 'pattern', 'space', 'time', 'over' ]"", ""'temporal', 'pattern', 'over', 'space', 'time' ]"", ""'temporal', 'drought pattern' ]"", ""'temporal', 'drought', 'over', 'change' ]""]"	"[""'site', 'maximum', 'relationship', 'age', 'cucumber' ]"", ""'site', 'maximum', 'relationship', 'age', 'cucumber' ]"", ""'site', 'maximum', 'age', 'cucumber' ]"", ""'site', 'age', 'cucumber', 'relationship' ]"", ""'site', 'maximum', 'relationship', 'age', 'cucumber', 'eto' ]""]"	4.2	4.8
27	lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	193039	35096	with modern high‐speed photography technique , impact on granular material be become more widely study , but the variation in particle‐size distribution of soil present particular challenge .	photography | energy | water content | models | soil texture | anisotropy | particle size distribution | particle size | sand | rain | irrigation | loam soils | satellites	llama	llama	"[""'photography', 'granular', 'material', 'challenge', 'distribution' ]"", ""'photography technique', 'granular material', 'particle-size distribution', 'soil' ]"", '""photography"", ""material"", ""particle"", ""distribution"", ""soil"", ""technique"" ]', ""'photography technique', 'granular material', 'particular challenge' ]"", ""'photography', 'particle-size', 'material', 'soil' ]""]"	"[""'site', 'daily', 'cucumber', 'eto', 'age' ]"", ""'site', 'cucumber', 'eto' ]"", ""'daily', 'seasonal', 'cucumber', 'eto' ]"", ""'cucumber', 'eto', 'daily', 'site', 'age' ]"", ""'site', 'daily', 'cucumber', 'eto', 'age' ]""]"	4.4	4.4
28	lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	219651	31684	daily peak ( - day average ) NEE reach approximately   g   c   for sorghum and   g   c   for maize .	bioenergy | vapor pressure | photosynthesis | energy balance | climatic factors | C4 plants | grain sorghum | leaf area index | lysimeters | Texas | irrigation | agroecosystems | Zea mays | carbon | Sorghum bicolor | carbon dioxide | air temperature | evapotranspiration	llama	llama	"[""'NEE', 'carbon' ]"", '""NEE"", ""sorghum"", ""maize"" ]', ""'sorghum', 'maize', 'NEE' ]"", ""'c', 'NEE', 'sorghum', 'maize' ]"", ""'NEE', 'sorghum', 'maize', 'c' ]""]"	"['""cucumber"" ]', ""'site',  'variation',  'relationship',  'seasonal',  'cucumber',  'eto' ]"", ""'cucumber', 'eto', 'seasonal', 'relationship', 'site', 'age' ]"", ""'cucumber', 'eto' ]"", '""cucumber"",  ""eto"",  ""age"" ]']"	3.2	3.6
29	lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	330799	34608	tree be irrigate use the same scheduling as , but target water stress value be high in kernel fill (   mpa and ) and with a maximum seasonal amount of water of   mm .	almonds | monitoring | deficit irrigation | irrigation rates | water potential | irrigation scheduling | trees | orchards | shrinkage | Spain | water stress	llama	llama	"[""irrigation', 'stress']"", '""kernel"", ""water stress"" ]', '""water stress"", ""irrigation"" ]', '""irrigate"", ""kernel"", ""fill"" ]', ',  ,  ,  ,  ,  ,  , ]']"	"[""'cucumber', 'age' ]"", ',  ,  ,  ,  ,  ,  ]', ""'age', 'cucumber', 'relationship', 'eto' ]"", ""'age', 'cucumber', 'eto', 'site', 'variation' ]"", "", 'cucumber', 'eto']""]"	3.4	4.2
