ID	Topic words
76	chickpea drought mesorhizobium genotype ascochyta seed cultivar lentil legume irrigation
77	percolation runoff leach zone soil irrigation evapotranspiration rainfall infiltration groundwater
78	strawberry fruit cultivar plant irrigation cultivation berry greenhouse blueberry polyethylene
79	ppm range sample exceed detect pcb compound ocp pci fortification
80	organic matter soil particulate increase inorganic aggregate nutrient pool topsoil
81	boron toxicity slag salinity nutrient chloride calcium zinc plant adsorption
82	peat substrate compost pine moss vermiculite peatmoss mixture container plant
83	nile delta river sudan ethiopian land groundwater climate governorate agricultural
84	lettuce cultivate hydroponic weight greenhouse plant spinach vegetable asparagus organic
85	plantation cultivation palmscot coconut irrigation footprint yield pot irrigate requirement
86	renewable cost consumption efficiency electrification sector demand cps policy estimate
87	nutrient mineral plant nutrition micronutrient supply substrate ratio formula absorb
88	iron zinc chelate toxicity sulphate copper micronutrient chlorosis grain fertilization
89	greenhouse vegetable design horticulture cultivation nursery plant farming greece crop
90	mustard brassica canola oilseed rapeseed brassicas chickpea seed wheat crop
91	prd rdi treatment irrigation rootzone irrigate plant evapotranspiration crop restriction
92	harvesting rainwater runoff rainfall catchment stormwater roof conservation farm urban
