	model	number of topics	topic id	topic words	text id	paper id	text	labels	llm_model	llm_model	under_coverage_example	over_coverage_example	under_coverage	over_coverage
10	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	378501	6572	two representative freshwater fish specie , the bluegill sunfish ( Lepomis macrochirus ) and the channel catfish ( Ictalurus punctatus ) , and two representative freshwater shellfish species , a unionacean clam ( Elliptio complanata ) and the northern crayfish ( orconecte virilis ) , be expose separately to two application of [ , with d between the two dosing .	irrigation canals | glycerol | clams | Ictalurus punctatus | metabolism | Lepomis macrochirus | crayfish | shellfish | metabolites | irrigation water | freshwater	llama-large	llama-large	"[""'species', 'aquatic', 'fish', 'shellfish', 'clam', 'crayfish', 'catfish', 'sunfish"", ""'fish', 'aquatic', 'species', 'ecosystem', 'environmental', 'toxicity', 'experiment', 'dosing"", ""'fish', 'shellfish', 'species', 'aquatic', 'ecosystem', 'toxicity', 'experiment', 'dosing"", ""'fish', 'shellfish', 'species', 'aquatic', 'ecosystem', 'environmental', 'toxicity', 'bi"", ""'fish', 'species', 'aquatic', 'clam', 'crayfish', 'catfish', 'sunfish', 'experiment',""]"	"[""'industrial' ]"", ""'industrial' ]"", ""'industrial' ]"", ""'industrial', 'municipal' ]"", ""'industrial', 'municipal' ]""]"	8.2	1.4
11	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	3083	23202	the impact of water user ’ association on the productivity of irrigate agriculture in Pakistani Punjab	energy | land resources | irrigated farming | groundwater | farms | energy resources | productivity | surface water | Pakistan | water resources	llama-large	llama-large	"[""'agriculture', 'Pakistani Punjab', 'water user association', 'productivity' ]"", ""'agriculture', 'productivity', 'Pakistani Punjab', 'water user association', 'impact' ]"", ""'impact', 'association', 'productivity', 'agriculture', 'Pakistani', 'Punjab', 'water' ]"", ""'impact', 'association', 'agriculture', 'productivity', 'Pakistani', 'Punjab' ]"", ""'impact', 'association', 'productivity', 'Pakistani', 'Punjab', 'agriculture', 'water' ]""]"	"[""'wastewater', 'treat', 'effluent', 'reuse', 'sewage', 'industrial', 'reclaimed', '"", ""'wastewater', 'treat', 'effluent', 'reuse', 'sewage', 'industrial', 'reclaimed', '"", ""'wastewater', 'treat', 'effluent', 'reuse', 'sewage', 'industrial', 'reclaimed', '"", ""'wastewater', 'treat', 'effluent', 'sewage', 'industrial', 'reclaimed', 'municipal"", ""'wastewater', 'treat', 'effluent', 'reuse', 'sewage', 'industrial', 'reclaimed', '""]"	5.8	7.8
12	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	156634	44997	the yield reduction be   in rainfe treatment ,   when irrigate in G t period , and   when irrigate in G H stage .	irrigation systems | winter wheat | sowing date | yield prediction | agricultural water management | canopy cover	llama-large	llama-large	"[""'rainfe', 'treatment', 'yield', 'reduction', 'G', 't', 'H', 'period', 'stage'"", ""'yield', 'reduction', 'rainfe', 'treatment', 'G', 'period', 'stage', 'be' ]"", ""'yield', 'reduction', 'rainfe', 'treatment', 'G t', 'G H', 'period', 'stage', '"", ""'yield reduction', 'rainfe treatment', 'G t period', 'G H stage' ]"", ""'rainfe', 'G t', 'G H', 'yield', 'reduction', 'treatment', 'period', 'stage' ]""]"	"[""'wastewater', 'effluent', 'sewage', 'freshwater', 'industrial', 'municipal', 'reclaimed"", ""'wastewater', 'treat', 'effluent', 'reuse', 'sewage', 'freshwater', 'industrial', '"", ""'wastewater', 'treat', 'effluent', 'reuse', 'sewage', 'freshwater', 'industrial', '"", ""'wastewater', 'treat', 'effluent', 'reuse', 'sewage', 'freshwater', 'industrial', '"", ""'wastewater', 'effluent', 'sewage', 'industrial', 'municipal', 'freshwater', 'reclaimed""]"	7.6	7.6
13	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	27710	3126	hence , they can play an important role in wastewater reuse .	drinking water | water reuse | groundwater recharge | aquifers | requirements | vegetables | health protection | wastewater treatment | water storage | water quality | health | microbial contamination | pollution | public health | pathogens | irrigation water	llama-large	llama-large	"[""'they', 'can', 'play', 'an', 'important', 'role', 'in' ]"", ""'play', 'important', 'role' ]"", ""'they', 'can', 'play', 'an', 'important', 'role', 'in' ]"", ""'play', 'important', 'role' ]"", ""'play', 'important', 'role' ]""]"	"[""'irrigate', 'freshwater', 'industrial', 'municipal' ]"", ""'irrigate', 'freshwater', 'industrial', 'sewage', 'municipal' ]"", ""'irrigate', 'freshwater', 'industrial', 'sewage', 'municipal' ]"", ""'irrigate', 'treat', 'effluent', 'sewage', 'freshwater', 'industrial', 'reclaimed',"", ""'irrigate', 'treat', 'effluent', 'sewage', 'freshwater', 'industrial', 'reclaimed',""]"	4.6	6.0
14	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	231934	27171	faecal pollution on vegetable and soil drip irrigate with treat municipal wastewater	Escherichia coli | risk | Salmonella | wastewater irrigation | microbial contamination | activated sludge | field experimentation | microirrigation | soil | vegetable crops | screening | irrigation water | Cryptosporidium | porosity | denitrification | Italy | human health | pollution | sand | chemical precipitation | filtration | vegetables | chlorination | food contamination | municipal wastewater | phosphorus | coliform bacteria | drip irrigation | bacterial contamination | Giardia	llama-large	llama-large	"[""'faecal', 'pollution', 'vegetable', 'soil', 'drip' ]"", ""'faecal', 'pollution', 'vegetable', 'soil', 'drip' ]"", ""'faecal', 'pollution', 'vegetable', 'soil', 'drip' ]"", ""'faecal', 'pollution', 'vegetable', 'soil', 'drip' ]"", ""'pollution', 'faecal', 'vegetable', 'soil', 'drip' ]""]"	"[""'industrial', 'freshwater', 'effluent', 'reclaimed', 'sewage', 'reuse' ]"", ""'industrial', 'freshwater', 'sewage', 'reclaimed', 'effluent' ]"", ""'effluent', 'reuse', 'sewage', 'freshwater', 'industrial' ]"", ""'freshwater', 'industrial', 'reclaimed', 'sewage', 'effluent' ]"", ""'effluent', 'reuse', 'sewage', 'freshwater', 'industrial' ]""]"	5.0	5.2
15	lda	50	3	land food risk vegetable metal country human health heavy contamination	328932	40667	the connection of copper accumulation in soil with dietary and ecological risk be also briefly illustrate .	soil quality | copper | irrigation water | soil | irrigation | climate change	llama-large	llama-large	"[""'soil', 'copper', 'accumulation', 'dietary', 'ecological', 'connection'  ]"", ""'soil', 'ecological', 'dietary', 'copper', 'accumulation', 'connection'  ]"", ""'soil', 'copper', 'accumulation', 'dietary', 'ecological' ]"", ""'soil', 'copper', 'accumulation', 'dietary', 'ecological', 'connection'  ]"", ""'soil', 'copper', 'accumulation', 'dietary', 'ecological', 'connection', 'illustrate'  ]""]"	"[""'country' ]"", ""'country' ]"", ""'country' ]"", ""'country' ]"", ""'country' ]""]"	6.0	1.0
16	lda	50	3	land food risk vegetable metal country human health heavy contamination	29037	44396	research in - on ordinary heavy loamy chernozem of the experimental field of the Birutchecutskaya Vegetable Experimental Station – branch of FSBSI Federal Scientific Vegetable Center ( Rostov Region , Novocherkassk ) with a new variety of tomato Krasny banker .	drip irrigation | quality | mineral fertilizers | productivity | agriculture	llama-large	llama-large	"[""'research', 'field', 'station', 'center', 'region', 'tomato', 'variety', 'experimental' ]"", ""'research', 'field', 'station', 'center', 'region', 'tomato', 'variety' ]"", ""'research', 'field', 'station', 'center', 'region', 'tomato', 'variety' ]"", ""'research', 'field', 'station', 'center', 'region', 'variety', 'tomato' ]"", ""'research', 'field', 'station', 'center', 'region', 'variety', 'tomato' ]""]"	"[""'metal', 'human', 'health', 'contamination', 'risk', 'food', 'country' ]"", ""'metal', 'human', 'health', 'risk', 'contamination', 'country' ]"", ""'metal', 'risk', 'contamination', 'human', 'health' ]"", ""'metal', 'human', 'country', 'risk', 'contamination' ]"", ""'metal', 'human', 'risk', 'contamination' ]""]"	7.2	5.4
17	lda	50	3	land food risk vegetable metal country human health heavy contamination	198954	37188	in particular , it should ensure that beneficiary have the know - how and funding to work the land which they be allocate .	privatization | land policies | farm transfers | land subdivision | private land | agricultural development | irrigation	llama-large	llama-large	"[""'funding', 'know-how', 'work' ]"", ""'funding', 'work', 'know-how', 'beneficiary' ]"", ""'funding', 'know-how' ]"", ""'funding', 'know-how' ]"", ""'funding', 'know-how' ]""]"	"[""'metal', 'human', 'health', 'heavy', 'contamination', 'food', 'risk', 'vegetable', 'country' ]"", ""'metal', 'human', 'health', 'heavy', 'contamination', 'risk', 'food', 'vegetable', 'country' ]"", ""'metal', 'human', 'heavy', 'contamination' ]"", ""'metal', 'human', 'health', 'heavy', 'contamination', 'food', 'risk', 'vegetable', 'country' ]"", ""'metal', 'vegetable', 'human', 'health', 'heavy', 'contamination', 'food', 'risk', 'country' ]""]"	2.6	8.0
18	lda	50	3	land food risk vegetable metal country human health heavy contamination	64412	34096	the investigation be conduct in the farmland along the Fuhe River to explore characteristic of heavy metal in soil and grain of wheat and maize from a long - term sewage - irrigate area of baoding region .	wheat | crops | China | cadmium | mercury | risk | lead | sewage | topsoil | human health | agricultural land | irrigation | nickel | food safety | soil sampling | rivers | arsenic | heavy metals | groundwater | chromium	llama-large	llama-large	"[""'river', 'irrigation', 'wheat', 'maize', 'soil', 'sewage', 'region' ]"", ""'river', 'wheat', 'maize', 'sewage', 'irrigate', 'region' ]"", ""'river', 'irrigation', 'wheat', 'maize', 'soil', 'sewage', 'region' ]"", ""'river', 'irrigation', 'wheat', 'maize', 'sewage', 'soil' ]"", ""'river', 'soil', 'grain', 'wheat', 'maize', 'sewage', 'irrigation', '""]"	"[""'vegetable', 'country', 'human', 'food' ]"", ""'country', 'human', 'vegetable' ]"", ""'vegetable', 'country' ]"", ""'country', 'human' ]"", ""'country' ]""]"	6.8	2.4
19	lda	50	3	land food risk vegetable metal country human health heavy contamination	101687	38081	farmer ’ risk aversion and loss aversion be elicit use incentive - compatible risk experiment .	credit | China | risk | regression analysis | crop diversification | irrigation | household income | climate change adaptation | climate change | farmers	llama-large	llama-large	"[""'farmer', 'incentive', 'experiment', 'aversion', 'loss', 'compatible' ]"", ""'farmer', 'aversion', 'incentive', 'experiment', 'loss' ]"", ""'farmer', 'aversion', 'incentive', 'experiment', 'loss' ]"", ""'farmer', 'incentive', 'experiment', 'aversion', 'loss', 'elicit', 'compatible' ]"", ""'farmer', 'aversion', 'incentive', 'experiment', 'loss' ]""]"	"[""'metal', 'human', 'country', 'heavy', 'contamination' ]"", ""'metal', 'heavy', 'contamination' ]"", ""'metal', 'heavy', 'contamination' ]"", ""'metal', 'vegetable', 'heavy', 'contamination' ]"", ""'metal', 'vegetable', 'human', 'heavy', 'contamination', 'food' ]""]"	5.6	4.2
20	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	349960	5207	a strong positive effect of rice root exudate on methane production imply that cultivar selection for low methane emission should not only be base on the gas transport capability but also on the quality and quantity of root exudate .	crop management | root exudates | soil microorganisms | soil temperature | soil pH | redox potential | rice soils | methane | gas exchange | nitrogen fertilizers | soil organic matter | parenchyma | water management | Oryza sativa | irrigation | losses from soil | oxidation	llama-large	llama-large	"[""'methane', 'emission', 'gas', 'transport', 'capability', 'quality', 'quantity', 'cultivar', 'selection',"", ""'methane', 'emission', 'gas', 'transport', 'capability', 'quality', 'quantity', 'cultivar', 'selection',"", ""'methane', 'emission', 'exudate', 'cultivar', 'gas', 'transport', 'capability', 'quality', '"", ""'methane', 'emission', 'exudate', 'gas', 'transport', 'capability', 'cultivar', 'selection', '"", ""'methane', 'emission', 'exudate', 'cultivar', 'selection', 'gas', 'transport', 'capability', '""]"	"[""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter', 'shoot', 'stem' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter', 'shoot', 'stem' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'shoot', 'stem' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter', 'shoot', 'stem' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter', 'shoot', 'stem' ]""]"	9.4	8.8
21	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	247439	12050	the number of rot root be increase with the defoliation level and be significantly high for SD sugar beet ( root ) .	Macrophomina phaseolina | spring | Fusarium | Greece | Corsica | irrigation | Rhizopus stolonifer | sugar beet | sugars | Thanatephorus cucumeris | water stress | cultivars | defoliation | Beta vulgaris	llama-large	llama-large	"[""'increase', 'defoliation', 'level', 'sugar', 'beet', 'high', 'SD' ]"", ""'increase', 'defoliation', 'level', 'high', 'sugar', 'beet' ]"", ""'increase', 'level', 'defoliation', 'sugar', 'beet', 'high', 'significantly' ]"", ""'beet', 'level', 'defoliation', 'sugar', 'increase', 'high', 'significantly' ]"", ""'increase', 'level', 'defoliation', 'sugar', 'beet' ]""]"	"[""'dry', 'fruit', 'leaf', 'leave', 'matter', 'shoot', 'stem' ]"", ""'dry', 'fruit', 'leaf', 'leave', 'matter', 'shoot', 'stem' ]"", ""'dry', 'fruit', 'shoot', 'stem', 'leave', 'matter' ]"", ""'dry', 'leaf', 'fruit', 'weight', 'leave', 'matter', 'shoot', 'stem' ]"", ""'dry', 'fruit', 'leave', 'matter', 'shoot', 'stem' ]""]"	6.4	6.8
22	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	274350	24154	linear negative correlation be observe between K ᵣ and the excise root diameter as well as between K ₛ and the shoot stem diameter .	Prunus persica | nitrogen content | peaches | hydraulic conductivity | nursery stock | nitrogen | nitrogen fertilizers | shoots | leaf area | soil water | irrigation | seedlings | soil water content	llama-large	llama-large	"[""'diameter', 'excise', 'correlation', 'linear', 'negative' ]"", ""'diameter', 'correlation', 'excise' ]"", ""'correlation', 'excise', 'diameter', 'linear', 'negative' ]"", ""'diameter', 'excise', 'linear', 'negative', 'correlation', 'observe', 'be', 'between', 'and',"", ""'linear', 'negative', 'correlation', 'excise', 'diameter', 'K ₛ', 'K ᵣ' ]""]"	"[""'dry', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]""]"	6.0	6.8
23	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	50937	17535	shoot and root length , fresh and dry weight be reduce with increase salinity .	urban wastes | nitrogen content | growth | phosphates | salinity | nutrients | dry matter content | Acacia nilotica | roots | shoots | wastewater | potassium | proximate composition	llama-large	llama-large	"[""'length', 'salinity', 'fresh' ]"", ""'salinity', 'fresh', 'length' ]"", ""'fresh', 'salinity', 'length' ]"", ""'salinity', 'fresh', 'length' ]"", ""'length', 'salinity', 'fresh' ]""]"	"[""'leaf', 'fruit', 'number', 'leave', 'matter', 'stem' ]"", ""'leaf', 'fruit', 'number', 'leave', 'matter', 'stem' ]"", ""'leaf', 'fruit', 'number', 'leave', 'matter', 'stem' ]"", ""'leaf', 'fruit', 'number', 'leave', 'matter', 'stem' ]"", ""'leaf', 'fruit', 'number', 'leave', 'matter', 'stem' ]""]"	3.0	6.0
24	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	92177	44726	root and shoot Si be unaffected by NaCl or Si , however , shoot Na increase .	silicones | toxicity | electrical conductivity | salinity | soil structure | soil solution | peroxidases | tomatoes | agroecosystems | plant nutrition | reactive oxygen species | osmotic pressure | silicon | biomass | hydroponics | proline	llama-large	llama-large	"[""'Si', 'NaCl', 'Na' ]"", ""'Si', 'NaCl', 'Na' ]"", ""'Si', 'NaCl' ]"", ""'Si', 'NaCl', 'Na' ]"", ""'Si' , 'NaCl' , 'Na' ]""]"	"[""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter' ]"", ""'dry', 'fruit', 'number', 'weight', 'leaf', 'leave', 'matter' ]""]"	2.8	7.0
