ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
26	ass win sweet sit yup list principle sweetener listening shine	2.0	2.0	2.4	3	'shine' 'sit' 'yup'	1	"[(""'sweet'"", ""'sweetener'"")]"	1	'ass'
27	drift reconnect apart traditional fridge mouth september event basket hashtag	2.0	2.6	2.8	2	'fridge' 'mouth'	1	"[(""'reconnect'"", ""'apart'"")]"	0	
28	diet sure canigetaaman search sweat miss sharing humble crane chore	1.6	2.6	2.0	1	'canigetaaman'	0	[]	2	'canigetaaman' 'crane'
29	quit spend outta couple spanish speak song awesome decide pred	2.0	2.0	2.2	2	'outta' 'pred'	1	"[(""'quit'"", ""'outta'"")]"	2	'outta' 'pred'
30	molson creative decor homedesign fab alternate vortex affect desk cooking	2.0	2.4	2.4	2	'vortex' 'affect'	1	"[(""'homedesign'"", ""'desk'"")]"	0	
31	keepingitsimple drift cantfail gossip nightmare complex outdoors lessfacebook kind habit	2.0	2.0	2.2	1	'lessfacebook'	0	[]	3	'keepingitsimple' 'cantfail' 'lessfacebook'
32	hopkins reacquire revise usual michigan nervous run sweetener dosen't project	1.8	2.6	2.0	2	'dosen't' 'sweetener'	1	"[(""'revise'"", ""'project'"")]"	1	'dosen't'
33	sec tell sleepy journal hit film judgemental bartender motto min	1.8	2.0	2.0	1	'min'	1	"[(""'journal'"", ""'motto'"")]"	2	'sec' 'min'
34	help gift beer season worthy order persecute business creep encouragement	1.2	2.4	2.6	2	'beer' 'creep'	7	"[(""'gift'"", ""'gift'""), (""'beer'"", ""'beer'""), (""'season'"", ""'season'""), (""'worthy'"", ""'worthy'""), (""'order'"", ""'order'""), (""'persecute'"", ""'persecute'""), (""'business'"", ""'business'"")]"	0	
35	focus aaronallison iwil president vice load aaron burr chopin lol	1.6	2.0	2.0	1	'lol'	7	"[(""'focus'"", ""'focus'""), (""'aaronallison'"", ""'aaronallison'""), (""'iwil'"", ""'iwil'""), (""'president'"", ""'president'""), (""'vice'"", ""'vice'""), (""'load'"", ""'load'""), (""'aaron'"", ""'a"")]"	3	'aaronallison' 'iwil' 'lol'
36	fit beefcake leave business quality continue somebody personal opportunity home	2.0	2.0	2.8	2	'beefcake' 'home'	1	"[(""'fit'"", ""'quality'"")]"	1	'beefcake'
37	tweet resolve come month finish excited degree word ago february	2.2	2.4	3.0	2	'degree' 'word'	1	"[(""'tweet'"", ""'word'"")]"	0	
38	raise job cursing hard adventuresinchemistry mean die negativity consideration fitness	1.6	2.0	2.2	2	'adventuresinchemistry' 'fitness'	2	"[(""'hard'"", ""'die'""), (""'negativity'"", ""'mean'"")]"	1	'adventuresinchemistry'
39	watch mile listen grow school surgery partypooper grade holiday district	2.0	2.0	2.4	1	'partypooper'	1	"[(""'school'"", ""'grade'"")]"	1	'partypooper'
40	maybe social friend hold selfie blonde amwriting share bible enjoy	1.8	2.4	2.6	1	'amwriting'	2	"[(""'maybe'"", ""'selfie'""), (""'social'"", ""'enjoy'"")]"	1	'amwriting'
41	mandatory afternoon sec cantfail mediocre philosophy dosen't reversehipster bodylife traditional	1.6	2.2	2.0	3	'dosen't' 'reversehipster' 'bodylife'	1	"[(""'dosen't'"", ""'cantfail'"")]"	2	'dosen't' 'reversehipster'
42	big plastic procrastination world meal pityparty replace bitchy partypooper trap	1.2	2.2	2.2	5	'pityparty' 'bitchy' 'partypooper' 'trap' 'meal'	1	"[(""'pityparty'"", ""'partypooper'"")]"	2	'pityparty' 'partypooper'
43	today happen clean book faith musiclife country gift feel alive	1.8	2.0	2.2	1	'clean'	7	"[(""'today'"", ""'today'""), (""'happen'"", ""'happen'""), (""'clean'"", ""'clean'""), (""'book'"", ""'book'""), (""'faith'"", ""'faith'""), (""'musiclife'"", ""'musiclife'""), (""'country'"", ""'country'"")]"	1	'musiclife'
44	attach high notice step total cannabis colorado read rate bitch	1.8	2.0	2.0	1	'bitch'	3	"[(""'attach'"", ""'step'""), (""'total'"", ""'read'""), (""'cannabis'"", ""'colorado'"")]"	1	'bitch'
45	punctual traditional journal implement partypooper backstage thedrunkene pityparty cooking care	1.2	2.2	2.0	2	'thedrunkene' 'pityparty'	2	"[(""'journal'"", ""'care'""), (""'pityparty'"", ""'partypooper'"")]"	3	'partypooper' 'thedrunkene' 'pityparty'
46	meet fight fangirl deepthroat xmas remote imply physically folder colleen	1.2	2.2	2.0	1	'colleen'	6	"[(""'xmas'"", ""'christmas'""), (""'meet'"", ""'gather'""), (""'fight'"", ""'battle'""), (""'fangirl'"", ""'fan'""), (""'deepthroat'"", ""'oral sex'""), (""'remote'"", ""'distant'"")]"	3	'deepthroat' 'fangirl' 'xmas'
47	keepingitsimple cooking alive hopkins unlimited net serve possibility gal dosen't	1.4	2.4	2.0	1	'dosen't'	1	"[(""'keepingitsimple'"", ""'unlimited'"")]"	2	'keepingitsimple' 'dosen't'
48	kick shall waste weekly foot salad setthebarhigh affect blame know	1.8	2.4	2.0	1	'setthebarhigh'	1	"[(""'kick'"", ""'foot'"")]"	1	'setthebarhigh'
49	phone thedrunkene punctual wait family weight publisher bed team male	1.2	2.4	2.0	2	'thedrunkene' 'punctual'	5	"[(""'phone'"", ""'thedrunkene'""), (""'punctual'"", ""'wait'""), (""'family'"", ""'weight'""), (""'publisher'"", ""'bed'""), (""'team'"", ""'male'"")]"	1	'thedrunkene'
