text_id	text
3251	My #NewYearsResolution, Is to be a better person from all angles! And don't let anything change me, no matter what!
3903	How crazy is it allowing others to dictate ur movement If someone try and bring U down Use them as a stepping stone _?_? #NewYearsResolution _?_?
1096	My #NewYearsResolution is to become a British pop singer. One Direction made me realize that would make my life about 150 times easier.
4134	#newyearsresolution Blog more
1213	#NewYearsResolution go for a run every day in 2015!!!!!
3923	#NewYearsResolution # 2 Stop running away from my problems #TheyreComingToGetYouBarbara #NightofTheLivingDead
1426	#NewYearsResolution Learn from yesterday, Live for today, Hope for tomorrow. ~Albert Einstein
3067	New Years resolution: actually finish watching the gossip girl series on Netflix.
4522	@SandyHiltonPT let's change the perspective this year #NewYearsResolution
2101	New Years resolution: start being happy with what I have and work on on my anxiety. I have so much to be happy about and I'm so blessed._??
808	My #NewYearsResolution is to become closer with god.
4558	Campbells Shark Fin Soup #NewYearsResolution
3752	Seeing videos of my family play the guitar, sing and be musically talented is motivating me to really learn the guitar. #NewYearsResolution
1363	Happy New Year all! My resolution? Focus on my eventual move to Seattle. #GoalsFor2015 #NewYearsResolution
2318	My New Years resolution is to not have a New Years resolution.
4383	2015 will be the year I figure out where the gym I've belonged to for five years is located. #NewYearsResolution
4568	First day back in the gym. 2015 is about to be a big year #LAfitness #newyearsresolution #earlystart??_
1026	Happy New Year! How about a #NewYearsResolution for the planet? I support @WWF with a daily tweet. ?_?
3110	Ya New Years resolution: eat better
2111	@TommyAtwell #dontfumble _?? #new years resolution
1042	My #NewYearsResolution is to eat more nachos. I've been neglecting them
1877	I will be working at a film studio #NewYearsResolution
882	#NewYearsResolution drink no water #SaveWater
4302	Like ima be a good kid. Honest, loyal, honor roll kinda shit _?? #NewYearsResolution
1193	My #NewYearsResolution is to learn every dance routine of #theinlivingcolor #flygirls #HappyNewYear
4590	Open to new possibilities! Celebrate the miracle of being alive! Expand the circles of justice and inclusion! #NewYearsResolution #NewYear
4513	Doing a lil' ZIP-LINING TWINKLE TOUR tthru the Santa Cruz mountains and TREES #Redwoodcanaopytours #Newyearsresolution #Bucketlist
3672	"My New Years goal: inspire and help people get in shape. I want to motivate, not just be antother ""meathead"" in the gym. #NewYearsResolution"
625	#NewYearsResolution I will not leave the toilet paper roll empty
2797	New Years resolution: go to Disneyland more.
3695	RT @Amandazz101: #NewYearsResolution ;be apart of a big ass crew _???_??__??__???_??__???_???_??_
4971	#NewYearsResolution thanks to @imgur
234	Stop eating over your laptop. #NewYearsResolution
4569	New Year, new me. I'm getting a boob job in 2015. #NewYearsResolution
1663	A new year, a new me!! Just kidding. Hahaha..#BlahBlahBlah #NewYearsResolution
416	Also, start and sustain one of my podcast ideas! It'll be a fun one :) #NewYearsResolution
4249	#NewYearsResolution Need to move forward with a great idea that's just right for the future
2174	"RT @SpikeFriedman: New Years Resolution: refer to all friends as ""my best friend"""
1457	#NewYearsResolution ; - Start Career. - Set Weekly Goals. - Less Junk Food/Soda - Smile more - Meet New People
747	@Cariloha #hashtagoftheweek My #NewYearsResolution is to give up drinking diet soda! I LOVE it so much so it's going to be tough :(
18	"#NewYearsResolution Go to more shows where ""you will get wet"" is warned before hand."
1201	My #NewYearsResolution is to be more patient and not blow up so easily _???
1700	To stay lowkey and happy #NewYearsResolution
3254	My #NewYearsResolution is to not read the comments section. Food blogs excluded because people who comment on recipes are always polite.
597	#NewYearsResolution #2015 2.) Reflect on each day in a journal = successes, struggles, goals (no length requirement)
3227	#NewYearsResolution Love myself more
4408	I don't even remember 2014. #NewYearsResolution
4722	Knowing My Faults and what to Change Myself is the best way to start 2015 #NewYearsResolution
1506	Big Hair Don't Care!!! #newyearsresolution
1413	It's 2015!! Time to be more productive #NewYearsResolution
1966	#NewYearsResolution wake@up every morning with a story to tell _??? #partypartyparty
372	"""@damico2414: My #NewYearsResolution is to impregnate my girlfriend @hip_spanic #LittleGarcia"" ummm no..."
1341	I have one #NewYearsResolution: there's no such thing as too much Queen. Happy New Year.
599	RT @OnlyOneSilletti: #NewYearsResolution is to not lose 1 game of beer pong in 2015 with @DWall_21
239	#NewYearsResolution : continue to date hilariously out of my league so when it inevitably fails it doesn't hurt so bad.
3401	I will start letting my love overpower my fear. #NewYearsResolution #happyheart
2068	@ckogreenville my #NewYearsResolution is to run a 13.1 #MyMotivation #CKOKickboxing
811	#NewYearsResolution from the 1999. Go to college and play baseball.
1095	#NewYearsResolution saving my money_???_??_
4327	Plus I have a deep need to make perfect skirt steak this year #HappyNewYear #NewYearsResolution
4485	I'm definitely going to be more careful about who I associate myself with. #NewYearsResolution
4215	Need to get back to my roots with the people who stuck by me these past few years #newyearsresolution
3465	#NewYearsResolution crepe slapping with @shoutabyss
3104	Well, after careful consideration, much pondering &amp; self reflection, I have decided my New Years resolution is to continue being awesome.
2750	Told my grandma my New Years resolution is to eat healthier &amp; she makes homemade fried chicken, chicken gravy, potatoes &amp; apple pie _???
2296	RT @Puddinstrip: barely noon and I've already broken New Years resolution not to use the Lords name in vain while rummaging thru my ex girl??_
4194	Planning to take a moment out of each day to stop and smell the roses. #NewYearsResolution #CountOurBlessingOneByOne
4478	Behind on my steps today! Better hit a lap around the block! #fitbit #NewYearsResolution
3019	???@TopBoobs: She's my New Years resolution
4255	Just made my To-Do list for tomorrow :/ My #NewYearsResolution is to spread my work out.. not wait until its in a massive pile :(
804	???@princesss_bb: Gotta set the bar high #NewYearsResolution _?? Actually doing this
4886	RT @madamradams: no more ramen shops, Chicago. #NewYearsResolution
3707	#NewYearsResolution go to the #Gem
752	#NewYearsEve YEAAAAH! #NewYearsResolution Perfect self flipping pancake, and invent non-breakable eggs.
4647	New Year's Resolution? To start a band and start writing new material. Unrealistic goal? Get noticed by a record label. #NewYearsResolution
2532	Welp, I've completed my first New Years Resolution, I cleaned house. Hahaha
622	The only, ONLY resolution I will make is to sleep more. #NewYearsResolution
2298	New Years resolution- To say sorry to everyone I ever hurt or was mean to and make things right with them all ?????_??
3631	New Years resolution for next year: Smile more. #NewYearsResolution
567	@swinford56 #NewYearsResolution more cocaine, more beer, more beard _??
1136	My #NewYearsResolution is to be a nice person, but also maintain my current level of sass and bitchiness. Thats a thing, right?
1205	Make seeking God and growing in your prevenient grace your 2015 resolution. Claim 2015 in the name if God! #God #2015 #NewYearsResolution
1048	I would like to eat 1 #pound of #redmeat per #day. #NewYearsResolution #2015 #bestolutions #manolutions
52	"#NewYearsResolution To stop writing ""For sexual favors"" in the memo line of all my checks."
3653	#ChristmasAlone this year, again. I've decided to work on my #NewYearsResolution, play #DAI and eat cake and wine. #notabadthing
1045	Finish book two by March, work on book three, not jump off a bridge #NewYearsResolution #amwritingfantasy #steampunk
2182	RT @destinyjimison: My New Years resolution is to have one chin
2689	RT @kats_channel: new years resolution: be more cute (like its possible)
535	Stay fit ,love more ,study better ,avoid laziness and make new friends are my #NewYearsResolution
3185	#NewYearsResolution Stop giving a fuck what people think about you. You turn 18 this year, time to start living for yourself.
3859	@PlanetFitness Holland Road is PACKED. #NewYearsResolution is starting early, I guess!
444	#NewYearsResolution 1. exercise 2. smile more 3. I hate cats 4. ??? 5. sacrifice a virgin to the dark lord to ensure a bountiful harvest
3606	this will be me come the new year #NewYearsResolution
196	Can't wait to release some new music in 2015! #NewYearsResolution
1116	#NewYearsResolution Recruit more people to @AnookDotCom.
766	So my #NewYearsResolution for 2015 is to become more ambidextrous,I hate feeling like my left hand is just there hahaha _???
1946	#NewYearsResolution stop using my famous duck face _???_??? (not in all my pictures but some) ... okay bye now
3248	#NewYearsResolution 2 hand driving @ all times, proper spelling &amp; punctuation in texting, no use of LOL, swear less, be active, sleep early.
3003	My New Years resolution was to listen to listen to more old school blues musicians. Today is Lightning Hopkins. #MojoHand
1433	#NewYearsResolution are more about focus and growth for me in 2015
4202	My #NewYearsResolution is to be more organized. What apps help you stay organized? #crowdsource
3096	"New Years Resolution: I will never say ""Wow. Just wow."" #Destroyallcliches"
2923	RT @SimplyNamedMatt: My new years resolution is that this year I am dealing with no nonsense... and I mean that- Yall will be cut.
645	OK guys 2015 is gonna finally be the year I lose my virginity. #NewYearsResolution
1050	No more single use disposable plastics for me! #ZeroWaste2015 #NewYearsEve #NewYearsResolution Image @PostLandfill
3665	RT @EmilyKTVZ: Is there a way to increase your spice tolerance? If so, that's my #NewYearsResolution _??
4095	#NewYearsResolution Find out what I have to do to finally be happy
4406	#NewYearsResolution wearable tech underpants
121	RT @DavidAndSharp: 2015 #NewYearsResolution: No new enemies. I'm already spending too much time plotting revenge as is.
2053	Manage my time and money a lot wiser. #NewYearsResolution
4261	#NewYearsResolution finish my novel
4891	Thinking my #NewYearsResolution s/b 2 just throw it all out the window, let my hair down &amp; be crazy. At least once-just do whatever I want!
4190	I'm just about a week out from my birthday and the start of one hell of a #NewYearsResolution.
4694	I would love to give up control of my #orgasms in 2015! #NewYearsResolution #orgasmdenial #chastity
135	#NewYearsResolution expand my large lipstick collection even moreeeeee _???_???
2461	Same. I love food I love money no! JUST KEEP DOING IT. We all perfect???? New Years resolution : eat more? ???
1955	My #NewYearsResolution is to publish a couple of books finally! #NewYear #NewYear2015
2464	New Years resolution: never give up on something I really want.
185	"""Resolution One: I will live for God. Resolution Two: If no one else does, I still will."" -Johnathan Edwards #NewYearsResolution"
1393	RT @cbetham: @merylnyc @Leslieks @TheWallStBull Hey girls next year we all meet at Bull's place for group hug! #NewYearsResolution
2277	RT @yadig99: my new years resolution is to be perfect
512	figure out who i am #NewYearsResolution
4732	RT @TeenuhDiane: #NewYearsResolution #GodWilling Read the whole Bible get on board with @TheAndrewSchwab @TheTinSoldiers &amp; continue my pray??_
4056	My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible!
3138	#NewYearsResolution become the fun person i use to be.
2670	my New Years resolution is to be less condescending (that means talking down to people in a patronizing way)
3999	@ASAPferg #NewYearsResolution To meet you! ??_
4864	Next year I will wear more clothes besides just hoodies and sweats #NewYearsResolution
2118	New Years resolution? 4000 miles on the bike.
252	My #NewYearsResolution is to be less depressed. Which, in itself, is very depressing. Oh geeze, here we go again... #2015
3527	RT @ThatsGoldChinaa: #NewYearsResolution . say I love you &amp;' mean it .
3560	RT @barryjohnharper: To eat so much this Christmas by new year I can have my own boob avi #NewYearsResolution
4013	"""@ASAPferg: What's your #NewYearsResolution ?"" To get all da bitchez"
1508	#NewYearsResolution Meet @ItsMidnightRed @ericsecharia @ColtonRudloff @anthonyladao @thomasaugusto @JoeyDiggsJr @carlyfornia18 @Niny_Li ??_?????_???
123	Throw back to when I had meat on my bones. I'll get it back. #NewYearsResolution
4655	@Cariloha My goal is to focus more on my study calendar and complete daily tasks take small steps to reach my target #NewYearsResolution
3334	This is how I??m living a connected life in 2015. #NewYearsResolution #ATTCrowd #ad
1872	#NewYearsResolution don't be friends with so many fake bitches _???_???_???_???_???_??_??_??_??
3694	#NewYearsResolution get more piercings
568	I really need to stop using so many dang exclamation marks all the time!! #newyearsresolution??_
1372	2015: Be intensely excited to be myself. Write a novel. Start a vegetable garden. Finish undergrad and start grad. #NewYearsResolution
3186	I rly rly want blonde hair #NewYearsResolution
3957	My New Years resolution is to stop making promises to myself that I can't keep... Wait. #NewYearsResolution
1057	Also this year I'm determined to try sushi for the first time. I hear it's made of raw fish! #yuck #NewYearsResolution
857	$4000 away from my goal. I'll get there, slowly but surely. #Toronto i will be in you again. #NewYearsResolution
3840	#NewYearsResolution Ask if you are on God's side rather than if God is on your side.
2861	As a New Years resolution, I am going to aspire to become more like @stephenfry.
4772	Find out what is your shallow desire and instead find an environment that nourish the deep inner desire for god #findgod #NewYearsResolution
777	I'm so busy my New Year's resolution is to come up with a New Year's resolution for next New Year's Eve. #NewYearsResolution
721	RT @hannahvns: #newyearsresolution be less perfect
2711	My New Years resolution is to actually practice every day cause I'm a working musician. Also to get less shrimpy by eating and working out.
2655	New Years resolution #1: stop drunk texting my entire contact list
4880	Working on #health #fitness and #motivation 2015 is the kick of a great year #NewYearsResolution
603	@MLBPAClubhouse #NewYearsResolution #HappyNewYear to go to more @MLB Games this year
4762	#NewYearsResolution I most importantly pledge to be as kind caring and good to @Steph_Stine, because she is a beautiful kind and great girl
1245	#NewYearsResolution: Be more involved within the #comics medium. Community, events, discipline, determination; perhaps a published work(?).
4848	I only one #NewYearsResolution . Read all of @PeterRollins books and then apply them to my life.
4985	My #NewYearsResolution is to not have a resolution
319	Be my best selfie. #NewYearsResolution
829	@WDBJ7 complain less, be more thankful and relax more with family &amp;friends #NewYearsResolution #2015
3264	#NewYearsResolution waiting for FB videos to load before I get pissed off at their existence.
275	2014 was so horrible for me #NewYearsResolution is to not make the same mistake and don't look back!
2665	RT @Stitchdolll: My new years resolution is to become 6'5
550	Let's spice things up a bit: in 2015 I plan to eat more red meat, exercise less, and become a recluse. #NewYearsResolution
3730	#2015 start the year right with healthy thinking. Leave negative thoughts in the past. #NewYearsResolution
4055	Debating on joining a gym as a new years resolution.... Keep weight off once and for all... #NewYearsResolution #NewYear #debatable #debate
4895	#NewYearsResolution get better nudes lol
2935	"Barbie ""I was once an electrical engineer!"" To look that good past 50 and have that many professions... New Years resolution- be Barbie."
606	#NewYearsResolution unfollow everyone tonight who puts up a stupid instagram
897	#NewYearsResolution to give no fucks.
528	#NewYearsResolution improve not only self esteem, but everyone's around me as well
4610	RT @swankymorm: #NewYearsResolution make my friends my family and make my family my friends
2348	"New years resolution: use the phrase ""2000 and late"" a lot more often"
3440	Are you making any #NewYearsResolution ???? I am thinking on a few - write more, read &amp; review more, and stay true to myself. Sound good?
3774	My #NewYearsResolution is to stop smokin fr !!!!
4829	#NewYearsResolution My New Years Eve resolution is to get healthier, meditate more, have fun more,&amp; #support more causes _???_??
4770	Looking forward to the new year! And the new #plexus challenge! Who wants to get healthy with us? #NewYearNewYou #NewYearsResolution
299	Colleen's #NewYearsResolution shared in tweets. Goal 3: start saving to buy a home. #money #becomingresponsible
2120	new years resolution: eat chicken nuggets everyday
2537	"RT @AMightyWolf: Made any New Years resolutions? Me: To not say ""sorry"" after I express how I feel. Like how your resolution is so pretent??_"
4205	If all goes well, I will be living in Brooklyn by this time next year working from a home studio &amp; soaking in the city. #NewYearsResolution
3255	The last half of this year, I've slowly removed all unnecessary drama and the people involved with it. #NewYearsResolution
4607	#Itsthattimeofyear #newyearsresolution Why not do it together:) I'm looking for friends to do a 30 day??_
1261	My #NewYearsResolution is to not post my Facebook Year-In-Review video. You??re welcome.
1559	#NewYearsResolution This year I will watch all 3 extended #lordoftherings movies back to back. And it starts now!! #lotr #TheHobbit
3270	#NewYearsResolution Wake up 1 hour earlier every day. Start a podcast. Yes this is totally sincere.
4048	All dolled up and no wear to go _???_??? I'm going to work on that this year #2015 #NewYearsResolution
757	#newyears2015 #newyearsresolution SOCIAL ENTREPRENEURISM MEETS SUSTAINABLE PHILANTHROPY - Make a difference in 2015!
1011	Learn how to friggin park cuz after 4 months of driving I still suck at it #NewYearsResolution
2795	RT @scortscort: New years resolution is to produce a druggie anthem for @CousinStizz
2906	???@SnapchatProbbz: New Years resolution: @missymaddy15
1871	Happy 2015! _?_? Here's to taking more risks and working harder. _???_??_?_? #NewYearsResolution
2230	My new years resolution is to eat more burritos
1174	RT @chrisbrockman: as always, my #NewYearsResolution is to be more like Tom Brady.
1833	Starting 2015 with #nocreditcarddebt #nodebtdiet lets keep it that way #2015WillBeTheYear #NewYearsResolution @WellsFargo @JeanChatzky
377	Look homeless more often. #NewYearsResolution #newyearnewme
4664	"My #NewYearsResolution "" MONEY, MONEY, MONEY "" _??_??_???_??_"
3618	RT @melindaax21: @Nasreinberro @ZeeHourani #NewYearsResolution is to learn why Johnny said no
799	"#NewYearsResolution learn to say, ""Me too, guys!"" In as many languages as possible."
379	Last workout of the year #NewYearsResolution more gym time
1159	RT @juliwithoutane: Hate cats more #NewYearsResolution
3821	Christmas is over so moving on to #NewYearsResolution - Serve More, Laugh More, Connect More. #LovingLife
2793	RT @dulcetry: Wellp already broke my New Years resolution of not falling off the toilet and breaking both legs again
2241	New Years resolution is to hit legs 2 times a week
4037	My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible!
2663	???@twaimz: new years resolution: jack gilinsky??
4014	#NewYearsResolution I'm going to tell every woman that their leggings are see-through BECAUSE THEY ALL ARE
2958	Apologies to all the good girls I turned bad is my new years resolution
3929	Almost time for the #NewYearsResolution. First on my list is to travel more.
1039	Happy New Year! How about a #NewYearsResolution for the planet? I support @WWF with a daily tweet. ?_?
3260	Trying to Live in the now: my #Newyearsresolution for #2015
1345	Here's to avoiding working out at the gym for the next 2-3weeks. Cold garage it is!! #fitfam #gymstruggles #gymlife #NewYearsResolution
2506	My New Years resolution was to take more pictures. I didn't get a single picture last night.
1722	"#NewYearsResolution is to think ""What would @KimKardashian do? (WWKKD?)"" as often as possible"
4666	#newyearsresolution maybe stop destroying myself and my relationships.
176	2015: - Accept that I can't be the same parent that my mom was. I will make mistakes and that's okay. #NewYearsResolution
4896	Try some different shoe sizes. #NewYearsResolution
1910	My #NewYearsResolution is to change my Twitter bio. Might get around to it might not. Don't wanna set myself up for disappointment.
46	"MMT @neilwatkins05 @elledodd: ""I'm setting myself 10, or at most 12, goals for 2015."" Yes but with 159 #indicators! #NewYearsResolution #SDG"
3410	RT @lifeasitcomes12: Hope everyone is enjoying their #Christmas holidays &amp; looking forward to seeing in the #NewYear! #NewYearsResolution m??_
4677	One of my #NewYearsResolution 's is to tweet more. I semi-forget about this app most of the time. #illdobetter
1076	I would like to be more straightforward this year, please. ??_ #NewYearsResolution
2830	RT @evildadatron: New Years resolution: Don't die Ok, maybe I set the bar a little high
1505	My #NewYearsResolution is to remember to write 2015 and not 2014.
2310	My only New Years resolution is to do better than I did last year _???
1437	Starting a cleanse today! Eating nothing but juiced kale for 3 days. #detox #newyearsresolution #justkidding #coffeeandchocolateforbreakfast
2419	My New Years resolution
4753	This new year my resolution is to drink wine and to have sex. I like to keep things manageable. #NewYearsResolution
3099	New Years Resolution: God_?? Family_?? Basketball_??
4591	"#NewYearsResolution To mortally wound anyone who says, ""It is what it is."""
284	If I don't graduate from college in 2015, I'm legally changing my name to Van Wilder. #NewYearsResolution
4921	Think I may try this. #NewYearsResolution
843	Oh.. This is ironic. #NewYearsResolution
1514	#NewYearsResolution #1: Stop putting so much pressure on myself to be perfect.
1169	@MLBPAClubhouse My #NewYearsResolution is to begin reading more often at night!! A chapter a night a sports book, most likely! Need it
1593	Working toward my goal of stepping into the ring this year! #NewYearsResolution 2015 is the year #MuayThai
3461	Day 2 off of artificial sweeteners. My #NewYearsResolution is to ween myself of it Going from 4 sodas a day to no #aspartame in 2015.
3166	About that sober life to focus on my music #NewYearsResolution
2285	My New Years Resolution is to make shit weird, and ride or die like a motherfucker. So enjoy that.
3577	to actually work out and not be lazy about it #NewYearsResolution
4873	#NewYearsResolution ...to take care of myself before worrying about others that do not have my best interest
2306	Finally done with my new years resolution list! So ready for 2015.
953	My #NewYearsResolution is to actually use all of the deals on my @ChickfilA calendar card this year. #realisticresolutions
4945	My #NewYearsResolution for 2015 is to become blonde again without all my hair falling out. =)
3054	"???@lexiiiemariiie: ???@ijustdgad_22: guys :/ my New Years resolution is for me not to be an asshole...?? You're so nice though"" I know! :/"
4562	"My mom got my #NewYearsResolution right when she said, ""I hope this is the year that you find a charming British man to have children with."""
2686	My new years resolution is to get to know #oomf
1490	Buy a house and live like Hugh Hefner #NewYearsResolution #stillinbed
928	@SandalsResorts #NewYearsResolution to book more Sandals trips. Love Sandals!!
1210	Day #365 @TheEllenShow Well I did it, daily tweeting for #ShowTickets and/or #12Days tickets for my #NewYearsResolution #2015 continues it!
4079	Let the resolutions begin! #NewYearsResolution #FailedResolutions #2015 #2015resolutions #diet #weightloss
3546	"A great #NewYearsResolution for #2015 ""Live with no excuses &amp; love with no regrets"""
4385	"""@iGrowBeard: #NewYearsResolution Offend more people"" Hahaha yes !! _?????????"
1922	One of my #NewYearsResolution is literally to work on my flirt and flirt more this year lmao
352	New Years Resolution #2: I will always wear a helmet and I will not crack any ribs snowboarding this year! #NewYearsResolution
4901	My wife says her #NewYearsResolution is to be more responsive to our dogs...mine is to let her! #2014Memories #NewYearsEve
3394	turning tasks into habits #productivity simple step that makes a difference #NewYearsResolution
2722	RT @GingaNinjaa8: New Years Resolution: grow spiritually. (Hebrews 6:1)
4984	It looks like I'll be keeping my #YearsEndResolution. ^_^ My #NewYearsResolution will be the REAL test. But I think I can do it.
719	I realized when I go out Im too busy loookin for dudes I got smoke with than bitches I know. #NewYearsResolution
2703	"Made any New Years resolutions? Me: To not say ""sorry"" after I express how I feel. Like how your resolution is so pretentious..... Sorry."
2723	"RT @PrezBlackhurst: ""@TheRealSteveMin My New Years Resolution is to have an opportunity to talk with @PrezBlackhurst bout life be4 I gradua??_"
4564	This coming year, I promise to atone for my sins by admitting I used to laugh at Family Guy. #NewYearsResolution
309	"#NewYearsResolution Learn! to: use; punctuation,, properly"""
1676	One thing I missed out in the last 3 years- conversations on twitter.Lot of people to connect with and talk to in 2015 #NewYearsResolution
834	Thought of a #resolution after all. No fast food in 2015. #NewYearsResolution
367	RT @BillyRayKDKA: #NewYearsResolution 1: Stand firm on principle; but do it with a listening ear &amp; respect, understanding that it will not ??_
