	model	number of topics	topic id	topic words	text id	paper id	text	labels	llm_model	llm_model	under_coverage_example	over_coverage_example	under_coverage	over_coverage
10	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	378501	6572	two representative freshwater fish specie , the bluegill sunfish ( Lepomis macrochirus ) and the channel catfish ( Ictalurus punctatus ) , and two representative freshwater shellfish species , a unionacean clam ( Elliptio complanata ) and the northern crayfish ( orconecte virilis ) , be expose separately to two application of [ , with d between the two dosing .	irrigation canals | glycerol | clams | Ictalurus punctatus | metabolism | Lepomis macrochirus | crayfish | shellfish | metabolites | irrigation water | freshwater	gemma	gemma	"[""'species', 'representative', 'expose', 'dosing' \n]"", ""'species', 'representative', 'exposure', 'dosing' \n]"", ""'species', 'representative', 'expose', 'dosing' \n]"", ""'species', 'representative', 'expose', 'dosing'\n]"", ""'species', 'representative', 'exposure', 'dosing'\n]""]"	"['**Explanation:**\n\nThe document focuses on describing two fish and two shellfish species and their exposure to a treatment process. The keywords ""irrigate,""', ']', ']', ']', ']']"	4.0	2.0
11	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	3083	23202	the impact of water user ’ association on the productivity of irrigate agriculture in Pakistani Punjab	energy | land resources | irrigated farming | groundwater | farms | energy resources | productivity | surface water | Pakistan | water resources	gemma	gemma	"[""'association', 'productivity', 'Punjab'\n]"", ""'association', 'productivity', 'impact'\n]"", ']\n\n**Reasoning:**\n\nThe document focuses specifically on the *impact* of a ""water user association"" on the *productivity* of', ""'association', 'productivity', 'impact' \n]"", ""*   **Association:** The document focuses on the *impact of a water user association*. This aspect isn't explicitly captured by the word set""]"	"[']\n\n**Reasoning:**\n\nThe document explicitly focuses on ""irrigate agriculture"" in ""Pakistani Punjab."" The provided topic words are all', ']\n\n**Reasoning:**\n\nThe document explicitly focuses on ""irrigate agriculture"" and the role of ""water user associations"" within that context', '**Explanation:**\n\nThe document focuses specifically on the *impact of water user associations* on *irrigate agriculture* in *Pakistani Punjab*.', ']\n\n**Reasoning:**\n\nThe document explicitly focuses on ""irrigate agriculture"" and the ""impact of water user associations"" in Pakistani Punjab', ']']"	2.5	1.0
12	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	156634	44997	the yield reduction be   in rainfe treatment ,   when irrigate in G t period , and   when irrigate in G H stage .	irrigation systems | winter wheat | sowing date | yield prediction | agricultural water management | canopy cover	gemma	gemma	"[""'rainfe' \n]"", ""'rainfe' \n'yield' \n]"", ""'rainfe' \n]"", ""'rainfe' \n]"", ""'rainfe' \n'yield' \n'treatment' \n]""]"	[']', ']', ']', ']', '**Explanation:**\n\nThe document focuses on the *impact of rainfall treatment* and *irrigation* on yield reduction.  The key elements are']	1.0	1.0
13	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	27710	3126	hence , they can play an important role in wastewater reuse .	drinking water | water reuse | groundwater recharge | aquifers | requirements | vegetables | health protection | wastewater treatment | water storage | water quality | health | microbial contamination | pollution | public health | pathogens | irrigation water	gemma	gemma	"[""'irrigate', 'treat'\n]"", ']\n\n**Explanation:**\n\nThe document focuses specifically on the *role* of something in wastewater reuse. The provided topic word set covers various aspects', ""'irrigate', 'treat'\n]"", ']', ""'irrigate', 'treat' \n]""]"	[']', ']', ']', ']', '**Explanation:**\n\nThe document focuses on the *role* of something in wastewater reuse.  The provided topics are all related to aspects of wastewater']	2.0	1.0
14	lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	231934	27171	faecal pollution on vegetable and soil drip irrigate with treat municipal wastewater	Escherichia coli | risk | Salmonella | wastewater irrigation | microbial contamination | activated sludge | field experimentation | microirrigation | soil | vegetable crops | screening | irrigation water | Cryptosporidium | porosity | denitrification | Italy | human health | pollution | sand | chemical precipitation | filtration | vegetables | chlorination | food contamination | municipal wastewater | phosphorus | coliform bacteria | drip irrigation | bacterial contamination | Giardia	gemma	gemma	"[""'soil',\n'pollution'\n]"", ""'effluent', \n'reuse', \n'sewage', \n'freshwater', \n'industrial', \n'"", ""'effluent', \n'reuse', \n'sewage', \n'freshwater', \n'industrial', \n'"", ""'soil', \n'pollution'\n]"", ""'effluent', \n'reuse', \n'sewage', \n'freshwater', \n'industrial', \n'""]"	"[""'freshwater', \n'industrial', \n'reclaimed', \n'reuse'\n]"", ""'freshwater', \n'industrial', \n'reclaimed', \n'reuse' \n]"", ""'freshwater', \n'industrial', \n'reclaimed', \n'reuse' \n]"", ""'freshwater',\n'industrial',\n'reclaimed',\n'sewage'\n]"", ""'freshwater', \n'industrial', \n'reclaimed', \n'reuse'\n]""]"	4.4	4.0
15	lda	50	3	land food risk vegetable metal country human health heavy contamination	328932	40667	the connection of copper accumulation in soil with dietary and ecological risk be also briefly illustrate .	soil quality | copper | irrigation water | soil | irrigation | climate change	gemma	gemma	"[""'soil', \n'dietary', \n'ecological'\n]"", ""'soil', \n'dietary', \n'ecological', \n'accumulation' \n]"", ""'soil', \n'ecological' \n]"", ""'soil', \n'dietary', \n'ecological' \n]"", ""'dietary', 'ecological', 'accumulation' \n]""]"	[']', ']', ']\n\n**Reasoning:**\n\nThe document focuses on the relationship between copper accumulation in soil, dietary intake, and ecological risks. All the words', ']', ']']	3.0	0.0
16	lda	50	3	land food risk vegetable metal country human health heavy contamination	29037	44396	research in - on ordinary heavy loamy chernozem of the experimental field of the Birutchecutskaya Vegetable Experimental Station – branch of FSBSI Federal Scientific Vegetable Center ( Rostov Region , Novocherkassk ) with a new variety of tomato Krasny banker .	drip irrigation | quality | mineral fertilizers | productivity | agriculture	gemma	gemma	"[""'risk', \n'health' \n]"", ""'risk', 'contamination' \n]"", ""'risk', \n'metal', \n'country', \n'human', \n'health'\n]"", ""'risk', \n'health' \n]"", ""'risk', 'health' \n]""]"	"[""'risk', \n'metal', \n'country', \n'human', \n'health' \n]\n\n**Reason"", ""'risk', \n'metal', \n'country', \n'human', \n'health'\n]"", ""'risk', \n'metal', \n'country', \n'human', \n'health' \n]"", ""'risk', \n'metal', \n'country', \n'human', \n'health' \n]"", ""'risk', \n'metal', \n'country', \n'human', \n'health' \n]""]"	2.6	5.0
17	lda	50	3	land food risk vegetable metal country human health heavy contamination	198954	37188	in particular , it should ensure that beneficiary have the know - how and funding to work the land which they be allocate .	privatization | land policies | farm transfers | land subdivision | private land | agricultural development | irrigation	gemma	gemma	"[""'health', \n'risk'\n]"", ""'human', \n'health' \n]"", ""'health', \n'risk' \n]"", ""'health', \n'risk' \n]"", ""'funding', 'know-how'\n]""]"	"[""'metal',\n'country',\n'human',\n'heavy',\n'contamination'\n]"", ""'metal', \n'country', \n'human', \n'heavy', \n'contamination'\n]"", ""'metal',\n'country',\n'human',\n'heavy',\n'contamination'\n]"", ""'metal', \n'country', \n'human', \n'heavy', \n'contamination' \n]"", ""'metal',\n'country',\n'human',\n'heavy',\n'contamination'\n]""]"	2.0	5.0
18	lda	50	3	land food risk vegetable metal country human health heavy contamination	64412	34096	the investigation be conduct in the farmland along the Fuhe River to explore characteristic of heavy metal in soil and grain of wheat and maize from a long - term sewage - irrigate area of baoding region .	wheat | crops | China | cadmium | mercury | risk | lead | sewage | topsoil | human health | agricultural land | irrigation | nickel | food safety | soil sampling | rivers | arsenic | heavy metals | groundwater | chromium	gemma	gemma	"[""'investigation', 'farmland', 'irrigate', 'region', 'wheat', 'maize' \n]"", ""'investigation', 'farmland', 'irrigation', 'region', 'long-term' \n]"", ""'investigation', 'farmland', 'irrigate', 'region', 'wheat', 'maize' \n]"", ""'investigation', 'farmland', 'irrigate', 'region', 'wheat', 'maize'\n]"", ""'investigation', 'farmland', 'irrigation', 'region', 'long-term'\n]""]"	[']', ']', ']', ']', ']']	5.6	0.0
19	lda	50	3	land food risk vegetable metal country human health heavy contamination	101687	38081	farmer ’ risk aversion and loss aversion be elicit use incentive - compatible risk experiment .	credit | China | risk | regression analysis | crop diversification | irrigation | household income | climate change adaptation | climate change | farmers	gemma	gemma	"[""'land', 'food', 'vegetable', 'human', 'health'\n]"", ""'land', \n'food', \n'vegetable' \n]"", ""'land', 'food', 'vegetable', 'human', 'health', 'contamination'\n]"", '\'land\', \'food\', \'vegetable\', \'human\', \'health\'\n]\n\n**Explanation:**\n\nThe document focuses on ""farmer', ""'land', 'food', 'vegetable', 'human', 'health'\n]""]"	"[""'land', \n'vegetable', \n'metal', \n'country', \n'human', \n'heavy',"", ""'land', \n'vegetable', \n'metal', \n'country', \n'human', \n'heavy',"", ""'land',\n'vegetable',\n'metal',\n'country',\n'human',\n'heavy',\n'contamination'"", ""'land',\n'vegetable',\n'metal',\n'country',\n'human',\n'heavy',\n'contamination'"", ""'land', \n'vegetable', \n'metal', \n'country', \n'human', \n'heavy',""]"	4.8	7.0
20	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	349960	5207	a strong positive effect of rice root exudate on methane production imply that cultivar selection for low methane emission should not only be base on the gas transport capability but also on the quality and quantity of root exudate .	crop management | root exudates | soil microorganisms | soil temperature | soil pH | redox potential | rice soils | methane | gas exchange | nitrogen fertilizers | soil organic matter | parenchyma | water management | Oryza sativa | irrigation | losses from soil | oxidation	gemma	gemma	"[""'root exudate' \n]"", ""'root exudate', 'methane production' \n]"", ""'root exudate', 'methane production' \n]"", ""'root exudate', 'methane production'\n]"", ""'root exudate'\n]""]"	"[""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', 'leaf', 'fruit', 'number', 'weight', 'leave', 'matter', 'shoot', 'stem'""]"	1.6	7.4
21	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	247439	12050	the number of rot root be increase with the defoliation level and be significantly high for SD sugar beet ( root ) .	Macrophomina phaseolina | spring | Fusarium | Greece | Corsica | irrigation | Rhizopus stolonifer | sugar beet | sugars | Thanatephorus cucumeris | water stress | cultivars | defoliation | Beta vulgaris	gemma	gemma	"[""'dry', \n'fruit', \n'weight', \n'matter', \n'shoot', \n'stem'"", ""'dry', \n'fruit', \n'weight', \n'matter'\n]"", ""'dry', \n'fruit', \n'weight', \n'matter' \n]"", ""'dry', \n'fruit', \n'weight', \n'matter' \n]"", ""'dry', \n'fruit', \n'weight', \n'matter', \n'shoot', \n'stem'""]"	"[""'dry', \n'fruit', \n'weight', \n'matter'\n]"", ""'dry', \n'fruit', \n'weight', \n'matter' \n]"", ""'dry', \n'fruit', \n'weight', \n'matter'\n]"", ""'dry',\n'fruit',\n'weight',\n'matter'\n]"", ""'dry', \n'fruit', \n'weight', \n'matter' \n]""]"	4.8	4.0
22	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	274350	24154	linear negative correlation be observe between K ᵣ and the excise root diameter as well as between K ₛ and the shoot stem diameter .	Prunus persica | nitrogen content | peaches | hydraulic conductivity | nursery stock | nitrogen | nitrogen fertilizers | shoots | leaf area | soil water | irrigation | seedlings | soil water content	gemma	gemma	"[""'dry', \n'leaf', \n'fruit', \n'number', \n'weight' \n]"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight' \n]"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight' \n]"", ""'dry',\n'leaf',\n'fruit',\n'number',\n'weight'\n]"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight'\n]""]"	"[""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry',\n'leaf',\n'fruit',\n'number',\n'weight',\n'leave',\n'matter'\n]"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',""]"	5.0	7.0
23	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	50937	17535	shoot and root length , fresh and dry weight be reduce with increase salinity .	urban wastes | nitrogen content | growth | phosphates | salinity | nutrients | dry matter content | Acacia nilotica | roots | shoots | wastewater | potassium | proximate composition	gemma	gemma	"['*   **Leaf** (The document mentions ""shoot and root length"" and ""fresh and dry weight,"" implying leaf characteristics are relevant, but', '*   **Leaf:** The document mentions ""leaf"" but the topic word set doesn\'t include it.\n*   **Fruit:** The', '*   **Fresh**: The document mentions ""fresh and dry weight,"" indicating the concept of freshness is present but ""fresh"" isn\'t in', ""'leaf', \n'fruit', \n'number', \n'stem'\n]"", ""'leaf', \n'fruit', \n'number', \n'stem'\n]""]"	"[""'leaf',\n'fruit',\n'number',\n'leave',\n'matter',\n'stem'\n]"", ""'leaf', \n'fruit', \n'number', \n'leave', \n'matter', \n'stem'"", ""'leaf', \n'fruit', \n'number', \n'leave', \n'matter', \n'stem'"", ""'leaf', \n'fruit', \n'number', \n'leave', \n'matter', \n'stem'"", ""'leaf', \n'fruit', \n'number', \n'leave', \n'matter', \n'stem'""]"	2.8	6.0
24	lda	50	4	root dry leaf fruit number weight leave matter shoot stem	92177	44726	root and shoot Si be unaffected by NaCl or Si , however , shoot Na increase .	silicones | toxicity | electrical conductivity | salinity | soil structure | soil solution | peroxidases | tomatoes | agroecosystems | plant nutrition | reactive oxygen species | osmotic pressure | silicon | biomass | hydroponics | proline	gemma	gemma	"[""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',""]"	"[""'dry',\n'leaf',\n'fruit',\n'number',\n'weight',\n'leave',\n'matter'\n]"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',"", ""'dry', \n'leaf', \n'fruit', \n'number', \n'weight', \n'leave',""]"	7.0	7.0
25	lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	17597	47699	by demonstrate that associational effect be contingent upon abiotic constraint , we bring new insight into our understanding of the mechanism drive diversity — resistance relationship across climatic gradient .	Betula pendula | France | biodiversity | drought | environmental factors | irrigation | leaves | nutritive value | species diversity | starch | sugars | trees | water content | water stress	gemma	gemma	"[""'associational effect', 'abiotic constraint', 'diversity', 'mechanism', 'climatic gradient'\n]"", ""'associational effect', 'abiotic constraint', 'diversity', 'mechanism', 'climatic gradient'\n]"", ""'associational effect',\n'abiotic constraint',\n'diversity',\n'mechanism',\n'climatic gradient'\n]\n<end_of_turn>"", ""'association', 'constraint', 'diversity', 'mechanism', 'gradient'\n]"", ""'associational effect', 'abiotic constraint', 'diversity', 'mechanism', 'climatic gradient'\n]""]"	"[""'site', 'variation', 'maximum', 'daily', 'seasonal', 'indicator', 'age', 'cucumber', 'eto'\n]"", ""'site', \n'variation', \n'maximum', \n'daily', \n'seasonal', \n'indicator',"", ""'site', \n'variation', \n'maximum', \n'daily', \n'seasonal', \n'indicator',"", ""'site', 'variation', 'maximum', 'daily', 'seasonal', 'indicator', 'age', 'cucumber', 'eto'"", ""'site', \n'variation', \n'maximum', \n'daily', \n'seasonal', \n'indicator',""]"	5.0	7.8
26	lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	36338	20268	the temporal variation of VTCI also provide drought pattern change over space and time .	weather stations | surface temperature | environmental monitoring | agriculture | drought | moderate resolution imaging spectroradiometer | soil water potential | methods | water stress | remote sensing | soil water | irrigation | regression analysis | satellites | temperature | grain crops | vegetation	gemma	gemma	"[""'temporal', 'drought', 'pattern', 'change', 'space', 'time'\n]"", ""'temporal', 'drought', 'pattern', 'change'\n]"", ""'temporal', 'drought', 'pattern', 'change'\n]"", '\'temporal\', \'drought\', \'pattern\', \'change\'\n]\n\n**Reasoning:**\n\nThe document discusses ""temporal variation of VT', ""'temporal', 'drought', 'pattern', 'change', 'space'\n]""]"	"[""'site', \n'maximum', \n'relationship', \n'daily', \n'seasonal', \n'indicator',"", ""'site', \n'maximum', \n'relationship', \n'daily', \n'seasonal', \n'age',"", ""'site', \n'maximum', \n'relationship', \n'daily', \n'seasonal', \n'age',"", ""'site', \n'maximum', \n'relationship', \n'daily', \n'seasonal', \n'age',"", ""'site', \n'maximum', \n'relationship', \n'daily', \n'seasonal', \n'age',""]"	4.6	7.0
