ID	Topic words
100	complain blame critic sickness complaining credit responsibility criticism situation learn
101	productive productivity lazy ingenuity creativity pretentious task desk habit quit
102	shop shoplift merchandise homedesign walmart craigslist chandelier section shopping chicago
103	burroughs whammy buck blair chuck bedfellow throat waldorf rhino eatclean
104	hillsong hateful creator nobodiesbusiness relationships noshade destroy friendship negative improve
105	shape gayproblem asf nanobot lazyy beatitudes vicissitude cliche cat fun
106	gain winterweight beachbody lifting crunch workout holiday season food goal
107	toilet paper bathroom toothbrush poop fart lazy hand dog clean
108	emojis emoji emoticon exclamation proficient iwokeuplikethis texte cheer happynewyear emotion
109	tattoo piercing hispanic dominatrix kinky laceup prodomme bff jewelry gay
110	self guilt thoughtfully zona denial courage constructive chill criticism attitude
111	boyfriend basicbitchshit blatantly relationship wishful pointless lol baby date healthy
