model	number of topics	topic id	topic words	text id	paper id	text	labels
lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	3083	23202	the impact of water user ’ association on the productivity of irrigate agriculture in Pakistani Punjab	energy | land resources | irrigated farming | groundwater | farms | energy resources | productivity | surface water | Pakistan | water resources
lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	156634	44997	the yield reduction be   in rainfe treatment ,   when irrigate in G t period , and   when irrigate in G H stage .	irrigation systems | winter wheat | sowing date | yield prediction | agricultural water management | canopy cover
lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	27710	3126	hence , they can play an important role in wastewater reuse .	drinking water | water reuse | groundwater recharge | aquifers | requirements | vegetables | health protection | wastewater treatment | water storage | water quality | health | microbial contamination | pollution | public health | pathogens | irrigation water
lda	50	2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	231934	27171	faecal pollution on vegetable and soil drip irrigate with treat municipal wastewater	Escherichia coli | risk | Salmonella | wastewater irrigation | microbial contamination | activated sludge | field experimentation | microirrigation | soil | vegetable crops | screening | irrigation water | Cryptosporidium | porosity | denitrification | Italy | human health | pollution | sand | chemical precipitation | filtration | vegetables | chlorination | food contamination | municipal wastewater | phosphorus | coliform bacteria | drip irrigation | bacterial contamination | Giardia
lda	50	3	land food risk vegetable metal country human health heavy contamination	328932	40667	the connection of copper accumulation in soil with dietary and ecological risk be also briefly illustrate .	soil quality | copper | irrigation water | soil | irrigation | climate change
lda	50	3	land food risk vegetable metal country human health heavy contamination	29037	44396	research in - on ordinary heavy loamy chernozem of the experimental field of the Birutchecutskaya Vegetable Experimental Station – branch of FSBSI Federal Scientific Vegetable Center ( Rostov Region , Novocherkassk ) with a new variety of tomato Krasny banker .	drip irrigation | quality | mineral fertilizers | productivity | agriculture
lda	50	3	land food risk vegetable metal country human health heavy contamination	198954	37188	in particular , it should ensure that beneficiary have the know - how and funding to work the land which they be allocate .	privatization | land policies | farm transfers | land subdivision | private land | agricultural development | irrigation
lda	50	3	land food risk vegetable metal country human health heavy contamination	64412	34096	the investigation be conduct in the farmland along the Fuhe River to explore characteristic of heavy metal in soil and grain of wheat and maize from a long - term sewage - irrigate area of baoding region .	wheat | crops | China | cadmium | mercury | risk | lead | sewage | topsoil | human health | agricultural land | irrigation | nickel | food safety | soil sampling | rivers | arsenic | heavy metals | groundwater | chromium
lda	50	3	land food risk vegetable metal country human health heavy contamination	101687	38081	farmer ’ risk aversion and loss aversion be elicit use incentive - compatible risk experiment .	credit | China | risk | regression analysis | crop diversification | irrigation | household income | climate change adaptation | climate change | farmers
lda	50	4	root dry leaf fruit number weight leave matter shoot stem	349960	5207	a strong positive effect of rice root exudate on methane production imply that cultivar selection for low methane emission should not only be base on the gas transport capability but also on the quality and quantity of root exudate .	crop management | root exudates | soil microorganisms | soil temperature | soil pH | redox potential | rice soils | methane | gas exchange | nitrogen fertilizers | soil organic matter | parenchyma | water management | Oryza sativa | irrigation | losses from soil | oxidation
lda	50	4	root dry leaf fruit number weight leave matter shoot stem	247439	12050	the number of rot root be increase with the defoliation level and be significantly high for SD sugar beet ( root ) .	Macrophomina phaseolina | spring | Fusarium | Greece | Corsica | irrigation | Rhizopus stolonifer | sugar beet | sugars | Thanatephorus cucumeris | water stress | cultivars | defoliation | Beta vulgaris
lda	50	4	root dry leaf fruit number weight leave matter shoot stem	274350	24154	linear negative correlation be observe between K ᵣ and the excise root diameter as well as between K ₛ and the shoot stem diameter .	Prunus persica | nitrogen content | peaches | hydraulic conductivity | nursery stock | nitrogen | nitrogen fertilizers | shoots | leaf area | soil water | irrigation | seedlings | soil water content
lda	50	4	root dry leaf fruit number weight leave matter shoot stem	50937	17535	shoot and root length , fresh and dry weight be reduce with increase salinity .	urban wastes | nitrogen content | growth | phosphates | salinity | nutrients | dry matter content | Acacia nilotica | roots | shoots | wastewater | potassium | proximate composition
lda	50	4	root dry leaf fruit number weight leave matter shoot stem	92177	44726	root and shoot Si be unaffected by NaCl or Si , however , shoot Na increase .	silicones | toxicity | electrical conductivity | salinity | soil structure | soil solution | peroxidases | tomatoes | agroecosystems | plant nutrition | reactive oxygen species | osmotic pressure | silicon | biomass | hydroponics | proline
lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	17597	47699	by demonstrate that associational effect be contingent upon abiotic constraint , we bring new insight into our understanding of the mechanism drive diversity — resistance relationship across climatic gradient .	Betula pendula | France | biodiversity | drought | environmental factors | irrigation | leaves | nutritive value | species diversity | starch | sugars | trees | water content | water stress
lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	36338	20268	the temporal variation of VTCI also provide drought pattern change over space and time .	weather stations | surface temperature | environmental monitoring | agriculture | drought | moderate resolution imaging spectroradiometer | soil water potential | methods | water stress | remote sensing | soil water | irrigation | regression analysis | satellites | temperature | grain crops | vegetation
lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	193039	35096	with modern high‐speed photography technique , impact on granular material be become more widely study , but the variation in particle‐size distribution of soil present particular challenge .	photography | energy | water content | models | soil texture | anisotropy | particle size distribution | particle size | sand | rain | irrigation | loam soils | satellites
lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	219651	31684	daily peak ( - day average ) NEE reach approximately   g   c   for sorghum and   g   c   for maize .	bioenergy | vapor pressure | photosynthesis | energy balance | climatic factors | C4 plants | grain sorghum | leaf area index | lysimeters | Texas | irrigation | agroecosystems | Zea mays | carbon | Sorghum bicolor | carbon dioxide | air temperature | evapotranspiration
lda	50	5	site variation maximum relationship daily seasonal indicator age cucumber eto	330799	34608	tree be irrigate use the same scheduling as , but target water stress value be high in kernel fill (   mpa and ) and with a maximum seasonal amount of water of   mm .	almonds | monitoring | deficit irrigation | irrigation rates | water potential | irrigation scheduling | trees | orchards | shrinkage | Spain | water stress
lda	50	6	stress content activity sugar moderate chlorophyll soluble approximately antioxidant enzyme	287202	6733	analysis of Aerial Photography for Nitrogen Stress within Corn Fields	nutrient availability | crop yield | correlation | nitrogen | Zea mays | aerial photography | nitrogen fertilizers | nutrient deficiencies
lda	50	6	stress content activity sugar moderate chlorophyll soluble approximately antioxidant enzyme	305358	38852	production of free radical during water stress have lead to oxidative stress , which eventually cause death of cell in plant .	antioxidants | anthocyanins | highlands | cultivars | water stress | Africa | agricultural research | rice | chlorophylls | death | growth | food production | carotenes | upland rice | biomass | drought | oxidative stress | lipid peroxidation | plant height
lda	50	6	stress content activity sugar moderate chlorophyll soluble approximately antioxidant enzyme	193947	23811	Cu / znsod activity in the root of d old nacl⁻ stress seedling be enhance in the presence of µm of no donor ( sodium nitroprusside ; SNP ) indicate salt sensitivity of the enzyme activity .	antioxidants | cotyledons | gene expression regulation | salt stress | nitric oxide | Helianthus annuus | enzyme activity | roots | irrigation | superoxide dismutase | seedlings
lda	50	6	stress content activity sugar moderate chlorophyll soluble approximately antioxidant enzyme	246107	4959	three salinity treatment be impose by irrigate with water contain equal weight of NaCl and ( electrical conductivity of approximately or equal to , , or ds ) .	sodium chloride | Triticum aestivum | crop yield | models | growth | electrical conductivity | salinity | tillering | spikes | calcium chloride | growth disorders | flowering | plant developmental stages | growth rate | soil chemicophysical properties
lda	50	6	stress content activity sugar moderate chlorophyll soluble approximately antioxidant enzyme	446593	48213	the gas exchange , chlorophyll content , and total soluble and reduce sugar of leave be evaluate at day after plant .	Saccharum officinarum | carbohydrates | gas exchange | salinity | sugar cane | sugarcane
lda	50	7	different analysis sample test component group sensitivity extraction cluster sampling	145375	40149	after each irrigation , soil sample be obtain at different depth ( , , , and   m from the surface ) for heavy metal analysis .	copper | spinach | cadmium | zinc | soil amendments | polyacrylamide | lysimeters | wastewater irrigation | field experimentation | heavy metals | soil | wastewater | chromium | Spinacia oleracea | sorption
lda	50	7	different analysis sample test component group sensitivity extraction cluster sampling	303222	21008	a stratified random sample of Kinnow grower be select .	insect pests | fruits | sustainable development | microirrigation | orchards | mandarins | fruit drop | postharvest technology | prioritization
lda	50	7	different analysis sample test component group sensitivity extraction cluster sampling	110024	379	the variance for these trait be partition into general combine ability , specific combine ability , and reciprocal effect .	recurrent selection | genetic variance | seed weight | vigour | irrigation | vigor | seedlings | Astragalus cicer
lda	50	7	different analysis sample test component group sensitivity extraction cluster sampling	429717	29620	situation need Analysis and Assessment Report : Ekxang Village	organizations | crops | scale | students | society | government | plains | strategies | maize | needs | institutions | climate-smart agriculture | yeasts | employment | rice | production | analysis | food security | workers | roads | development | activities | electricity | management | men | education | services | mathematical analysis | irrigation | climate | Lao | rubber | techniques | varieties | population | yields | growth | farming | Lao People's Democratic Republic | initiatives | livelihoods | supply | ability | climate change | lowland | assessment | agriculture | water | adaptation | projects | resources
lda	50	7	different analysis sample test component group sensitivity extraction cluster sampling	9988	27772	ppcp be extract use a develop method of accelerated solvent extraction and solid phase extraction and analyze via liquid chromatography mass spectrometry ( LCMS ) .	health hazards | wastewater | soil water | drugs | vegetable crops | irrigation water | solvents
lda	50	8	water efficiency resource wue consumption depletion footprint right iwue allocate	108109	1384	field quantification of crop water stress	soil quality | stomatal conductance | leaf water potential | cotton | irrigation scheduling | water stress | canopy | field crops | soil water | temperature
lda	50	8	water efficiency resource wue consumption depletion footprint right iwue allocate	98510	20550	the significance of this research be to highlight how our ancestor be brilliant so as to utilize the local resource to allow water to be convey from its source to its destination where it will be fully utilize in irrigation .	playas | irrigation canals | lakes | wells | image processing | basins | image analysis | remote sensing | oases | rain | irrigation | humid zones | Egypt
lda	50	8	water efficiency resource wue consumption depletion footprint right iwue allocate	110460	42884	tolerance to mid‐season drought in peanut can be achieve by high water use efficiency or high efficient use of water	drought tolerance | stomatal conductance | photosynthesis | drought | introgression | gas exchange | peanuts | cultivars | irrigation | water stress | cash crops
lda	50	8	water efficiency resource wue consumption depletion footprint right iwue allocate	254371	22482	the overabundance of water be confirm by the obtain yield per unit quantity of irrigation water of kg / m sup of water on the average .	irrigation schemes | cropping systems | Lao People's Democratic Republic | water use | evaluation | irrigation water
lda	50	8	water efficiency resource wue consumption depletion footprint right iwue allocate	345478	23773	researcher at Colorado State University have create an online evapotranspiration - base irrigation scheduling tool call Water Irrigation Scheduling for Efficient Application ( WISE ) that use the soil water balance method and data query from Colorado Agricultural Meteorological Network ( CoAgMet ) and Northern Colorado Water Conservation District ( NCWCD ) weather station .	weather stations | water conservation | irrigation rates | scientists | computer software | weather | soil water deficit | Colorado | managers | population growth | irrigation scheduling | soil water | irrigation water
lda	50	9	soil depth organic moisture layer profile conductivity infiltration fraction soc	357858	2318	the shelter have the special featur of an open design , an undisturbed soil profile , a data acquisition system , automatic operation depend upon the weather and an overall head clearance of m.	irrigation rates | crops | groundwater | agricultural engineering | soil profiles | rain
lda	50	9	soil depth organic moisture layer profile conductivity infiltration fraction soc	323381	4430	a short discussion on soil surface management for erosion control and sustained productivity be present .	fertilizers | crops | nitrogen fixation | Vertisols | soil management | cultivation | Ethiopia | phosphorus | infiltration | feed legumes | mycorrhizae | soil water | nutrients | permeability
lda	50	9	soil depth organic moisture layer profile conductivity infiltration fraction soc	382306	22885	impact of activate charcoal and tannin amendment on microbial biomass and residue in an irrigated sandy soil under arid subtropical condition	ergosterol | nitrogen content | activated carbon | glucosamine | sandy soils | tannins | Fungi | irrigation | feed additives | soil organic carbon | charcoal | humid zones
lda	50	9	soil depth organic moisture layer profile conductivity infiltration fraction soc	439205	615	index value for Study I sample vary widely , hut in general , reflect the quantity of sludge add : total soil c ( to ) , total soil N ( to ) , indigenous inorganic N ( to µg / g ) , N mineralize during week of aerobic incubation ( to µg / g ) and during week of anaerobic incubation ( to µg / g ) , nitrogen mineralization potential , nₒ ( to µg / g ) , and autoclave - extractable N ( to µg / g ) .	soil sampling | physicochemical properties | sewage sludge | nitrogen | field experimentation | Zea mays | greenhouses | sewage | irrigation | mineralization
lda	50	9	soil depth organic moisture layer profile conductivity infiltration fraction soc	119900	24611	intensive soil sample technique , yield monitor , and soil and plant sensor can be use to identify where , when , and how much variability be present in a field .	crop management | potatoes | environmental factors | crop yield | crops | precision agriculture | electrical conductivity | fertilizer application | profitability | soil sampling | agronomists | income | Solanum tuberosum | soil surveys | irrigation | sowing | environmental impact | pesticides
lda	50	10	level non irrigated pattern cycle volume mass normal flush greece	120260	44978	microbial and compost biostimulation could be an effective alternative to ensure great recovery capability , thereby maintain relatively high level of grain production .	antioxidants | drought tolerance | biostimulants | seed quality | pseudocereals
lda	50	10	level non irrigated pattern cycle volume mass normal flush greece	302043	7117	N be near or in the normal range of to , but be below the critical level of   with mg .	nutrient availability | nitrogen content | pot plants | leaching | fertigation | leaves | nitrogen | phosphorus | shoots | Euphorbia pulcherrima | leaf area | bracts | NPK fertilizers
lda	50	10	level non irrigated pattern cycle volume mass normal flush greece	43696	37614	at all water level , soil water loss over month - long interval be generally great as N level increase .	Nebraska | nitrogen | canopy | soil water | temperature
lda	50	10	level non irrigated pattern cycle volume mass normal flush greece	365293	18303	each saline composition treatment be test at three salinity level ( , , ) and three b concentration ( , , ; , , ) .	crop yield | vegetable crops | electrical conductivity | salinity | boron | greenhouse production | leaves | plant tissues | Brassica oleracea var. italica | plant nutrition | sulfates | inflorescences | broccoli | California | chlorides | mineral content | petioles | plant growth
lda	50	10	level non irrigated pattern cycle volume mass normal flush greece	49283	3773	petiole and blade p and K level decline early in the day than Ca and Mg level as the moisture content of the leave decline .	plant analysis | Gossypium hirsutum | calcium | nutritional status | leaves | potassium fertilizers | magnesium | phosphorus | timing | petioles | irrigation | evaluation | potassium | sampling
lda	50	11	production region arid problem suitable climatic dryland hot salinization humid	194748	16142	there may also be a serious climatic threat to avoid , although this be a matter of debate .	water conservation | Arctic region | fisheries | lakes | rivers | Oceans | human health | mountains | irrigation | Aral Sea | ecology | climate
lda	50	11	production region arid problem suitable climatic dryland hot salinization humid	327093	31877	ozone pollution will compromise effort to increase global wheat production	photosynthesis | China | ecosystems | developing countries | developed countries | sustainable development | Russia | cultivars | food security | irrigated farming | France | human health | carbon dioxide | irrigation | United Nations | soil water deficit | leaves | air pollution | pollutants | India | soil water | water management | climate change | Russian Federation | models | troposphere | ozone
lda	50	11	production region arid problem suitable climatic dryland hot salinization humid	43964	30913	a favourable environment , a special plant community and an adaptive population combine to initiate the transition from a hunter - gatherer economy to one base on agriculture and food production in the Fertile Crescent .	plant communities | sustainability | water management | water pollution | soil salinity | water resources | arable land | water quality | landraces | biodiversity | climate change | temperate zones | water availability | plant genetic resources | Asia
lda	50	11	production region arid problem suitable climatic dryland hot salinization humid	28571	42473	physical problem , such as penetration resistance and steep slope , may outweigh the chemical problem , such that both should be consider for soil recovery .	soil density | soil penetration resistance | indigenous species | resistance to penetration | land restoration | forests | wet season | irrigation water | runoff | organic matter
lda	50	11	production region arid problem suitable climatic dryland hot salinization humid	272420	28775	rapid economic expansion pose serious problem for groundwater resource in arid area , which typically have high rate of groundwater depletion .	factor analysis | aquifers | nitrates | salinity | calcite | Saudi Arabia | groundwater | water quality | arid zones | ion exchange | phosphorus fertilizers | aragonite | irrigation | potassium | gypsum
lda	50	12	zone clay sandy loam sub sand lysimeter fine mixed kg⁻¹	91848	755	these factor be evaluate for their effect on water accumulation in a clay loam and a fine sandy loam soil .	evaporation | soil water retention | Texas | crop residues | soil water | soil water content
lda	50	12	zone clay sandy loam sub sand lysimeter fine mixed kg⁻¹	277605	47145	the study analyse month of datum collect from two smart - field lysimeter instal in loamy soil within unirrigated land in Qatar .	Qatar | evaporation | hydraulic engineering | irrigation | loam soils | lysimeters | models | rain | soil moisture | soil water | temperature | topsoil | water budget
lda	50	12	zone clay sandy loam sub sand lysimeter fine mixed kg⁻¹	179339	49665	integrated geochemical and geophysical technique be carry out in the study area to decode subsurface geologic pattern and delineate the seawater – freshwater zone .	India | bicarbonates | calcium | coasts | freshwater | geographic information systems | geophysics | groundwater | ions | irrigation water | magnesium | overexploitation | rivers | saltwater intrusion | seawater
lda	50	12	zone clay sandy loam sub sand lysimeter fine mixed kg⁻¹	135482	47380	for their rehabilitation , it be propose to use local zeolite - contain clay of North and South Ossetia Eredvit and Dialbekulit contain a complex of mineral with an alkaline reaction of the environment .	Camelina | grasses | hulls | microbiology | peat | physiology | soil fertility | spring | toxicity | zoology
lda	50	12	zone clay sandy loam sub sand lysimeter fine mixed kg⁻¹	43735	46978	the soil , a Fort Collins clay loam ( fine - loamy , mixed , superactive , mesic Aridic Haplustalf ) , be ridge and furrow for all irrigation treatment .	Zea mays | atrazine | bromides | evapotranspiration | furrow irrigation | irrigation scheduling | irrigation water | leaching | models | nutrients | placement | rhizosphere | simulation models | soil water | solutes | sprinkler irrigation
lda	50	13	respectively regime ha⁻¹ ecosystem saving gain mid million hectare ton	199625	42750	effect of N - load Clinoptilolite on Soil Available Nutrients and Yield under Water - Saving irrigation	rice | ammonia | water conservation | risk | adsorption | soil fertility | surface water | nitrogen | ammonium nitrogen | wastewater | soil water | irrigation | irrigation water | eutrophication | plant growth
lda	50	13	respectively regime ha⁻¹ ecosystem saving gain mid million hectare ton	397223	34786	post‐harv DOC value in soil be similar in all treatment ( average of   mg DOC   kg⁻¹ ) .	nitrogen content | cotton | drainage | minimum tillage | nitrogen | nutrient use efficiency | irrigation water | Australia | Gossypium hirsutum | leaching | Zea mays | leachates | total organic carbon | fields | Triticum aestivum | Vertisols | crop rotation | oxidation | crop yield | furrow irrigation | farming systems | dissolved organic carbon | ceramics
lda	50	13	respectively regime ha⁻¹ ecosystem saving gain mid million hectare ton	51309	29772	the model be simulate for cc with RMSE ₙ and R ² of and , respectively .	rice | irrigation management | models | statistical analysis | nitrogen | field experimentation | canopy | inflorescences | Iran (Islamic Republic of) | biomass | demonstration farms
lda	50	13	respectively regime ha⁻¹ ecosystem saving gain mid million hectare ton	104481	2267	harvest index of sorghum and irrigate corn range between narrow limit of to and to , respectively .	Triticum aestivum | environmental factors | crop yield | estimation | statistical analysis | Zea mays | Sorghum bicolor | cultivars | mathematical models | screening | harvest index
lda	50	13	respectively regime ha⁻¹ ecosystem saving gain mid million hectare ton	379054	41951	amc reduce the unsustainable and inefficient blue water consumption by BCM and BCM , respectively .	humans | case studies | deficit irrigation | food security | sustainable development | microirrigation | soil | Iran (Islamic Republic of) | summer
lda	50	14	ratio benefit storage return operation sugarcane power pump generation punjab	374110	3750	the system under consideration serve two major purpose : hydropower generation and irrigation .	models | water resources | water use | water supply | hydrology | dynamic programming | Sri Lanka | water management | irrigation | research
lda	50	14	ratio benefit storage return operation sugarcane power pump generation punjab	156168	44379	the salt‐tolerant magil identify in this study be useful resource for investigate molecular and physiological basis of salt‐tolerant mechanism as well as for evaluate their yield potential for release as salt‐tolerant rice variety .	rice | food security | salinity | germination | salt tolerance | salt stress | genetic markers | genotyping | introgression | Oryza sativa | sand | cultivars | agronomy | genetic variation | seedlings | hydroponics
lda	50	14	ratio benefit storage return operation sugarcane power pump generation punjab	233003	41896	in general , adequate filter digestate flow rate of / h and dilution ratio of   can be consider .	ammonia | sustainability | filtration | irrigation systems | mineral fertilizers | fertigation | nitrogen | nutrient use efficiency | phosphorus | potassium | irrigation water
lda	50	14	ratio benefit storage return operation sugarcane power pump generation punjab	451465	5896	the add benefit of water storage for use during the dry season be consider supplementary at this stage .	water storage | drainage | flood control | topography | water reservoirs | Somalia | irrigation | water resources
lda	50	14	ratio benefit storage return operation sugarcane power pump generation punjab	206167	8682	double soil p , watering and halve the r : FR ratio have almost no effect .	nutrient availability | Central Africa | shade | biomass production | phosphorus | mortality | irrigation | forest trees | light | Ectomycorrhizae
lda	50	15	rate net structure transpiration hydraulic stomatal transport conductance photosynthetic regulation	256561	24550	anticlinal cell wall be sinuous , and periclinal cell wall be convex .	carotenoids | drought tolerance | photosynthesis | relative water content | sugar content | stomata | physiological response | water stress | proline | chlorophylls | epiphytes | indigenous species | mesophyll | rehydration | irrigation | water balance | fluorescence | sporophytes | parenchyma | wilting | Brazil | water content | cell walls | vitrification
lda	50	15	rate net structure transpiration hydraulic stomatal transport conductance photosynthetic regulation	422192	28277	with the increasing of probability threshold , the proportion of SMS location in each land use decrease at different rate .	risk analysis | water conservation | shrublands | disasters | China | ecotones | multiple land use | ecosystems | arid lands | time series analysis | arid zones | prediction | uncertainty | oases | soil water | irrigation | land degradation
lda	50	15	rate net structure transpiration hydraulic stomatal transport conductance photosynthetic regulation	221115	2907	this inquiry be conduct to quantify precisely in a replicated experiment the rate of N loading to groundwater result from input of N and irrigation water to corn ( Zea may L. ) .	urea | crop yield | nitrates | groundwater | nitrogen | Zea mays | superphosphate | potassium chloride | North Dakota
lda	50	15	rate net structure transpiration hydraulic stomatal transport conductance photosynthetic regulation	32061	18103	the different hydraulic conductivity of the bed and slope of channel be of fundamental role at assess the function of a revitalisation system .	groundwater | hydraulic conductivity | forests | floodplains | soil water content
lda	50	15	rate net structure transpiration hydraulic stomatal transport conductance photosynthetic regulation	298797	16138	although ABA application increase stomatal closure immediately after its application , the long - term effect be to allow for a great ostiolar opening of the stomatal pore which result in increase conductance of gas and water vapor .	wheat | environmental factors | leaves | flowering | abscisic acid | pigments | irrigation | water stress
lda	50	16	high low salinity record evaporation alfalfa class mixture turfgrass white	443851	17989	the low mean phosphorus content in the fodder (   ) may be attribute to the low pre - trial soil phosphorus concentration ( mg per kg ) .	rooting | seed treatment | inoculation | nitrogen content | growth | Rhizobium | root nodules | height | soil fertility | Trifolium alexandrinum | phosphorus | phosphate fertilizers | scarification | feed crops
lda	50	16	high low salinity record evaporation alfalfa class mixture turfgrass white	267718	8183	the high protein content under both irrigation and rainfed condition be record for - - - and ( & , respectively ) .	rainfed farming | genotypes | Vicia faba | irrigated farming | sugar | lipid content | sugars | carbohydrate content | ash content | starch | crude fibre | proximate composition | protein content
lda	50	16	high low salinity record evaporation alfalfa class mixture turfgrass white	131791	3509	result show that the evaporation from bare soil be generally high during the three month period May to July vary between and mm / day .	water balance | evaporation | water uptake | Gossypium hirsutum | drainage | soil water potential | clay soils | roots | evapotranspiration
lda	50	16	high low salinity record evaporation alfalfa class mixture turfgrass white	113816	27078	high amount of phenolic and flavonoid be detect in dateSW compare with dateMW .	antioxidants | sewage | municipal wastewater | catechol oxidase | peroxidases | flavonoids | heavy metals | Phoenix dactylifera | enzyme activity | cultivars | toxicity | irrigation
lda	50	16	high low salinity record evaporation alfalfa class mixture turfgrass white	235151	806	the hay consist of a complex mixture of Agropyron , Poa , Sorghastrum , and Carex specie harvest from a subirrigate meadow of an Aquic Ustifluvent soil .	ammonium nitrate | urea | meadows | Poa | Sorghastrum | spring | Carex | protein synthesis | subsurface irrigation | Agropyron | hay | protein content
lda	50	17	irrigation surface drip drainage saline canal deep subsurface shallow table	249139	11717	Comparison be make between the two scheduling technique by application to two real irrigation system .	case studies | irrigation systems | irrigation scheduling | algorithms | decision-support systems | systems analysis
lda	50	17	irrigation surface drip drainage saline canal deep subsurface shallow table	299173	10307	the combination of these two technique may be a means to separate solute transport phase in heterogeneous medium and relate laboratory column result to field study .	time domain reflectometry | optical fibers | analysis | models | soil pollutants | solubility | solutes | forest soils | mathematical analysis | forecasting | California
lda	50	17	irrigation surface drip drainage saline canal deep subsurface shallow table	276317	45804	in this study , soil water content under mulched drip irrigation and flood irrigation be measure through field experiment .	China | developmental stages | field experimentation | flood irrigation | groundwater | groundwater recharge | microirrigation | models | mulching | quantitative analysis | rivers | soil water | soil water content | soil water movement
lda	50	17	irrigation surface drip drainage saline canal deep subsurface shallow table	17446	47854	the integrated high - efficient irrigation strategy propose in this review would motivate the transition of irrigation strategy from the conventional field irrigation theory , to a new chapter of irrigation management for water conservation and quality improvement in cash crop .	China | cash crops | crop yield | decision making | deficit irrigation | fertilizers | fruit quality | income | industry | irrigation management | markets | models | supply balance | water conservation | water yield
