model	number of topics	topic id	topic words	text id	paper id	text	labels
combinedtm	50	44	space power use high info include satellite image strategic thrust	8690	-	re why not give billion to first year lo allen sherzer for the purpose of contest would bet some thing could be cut like fuel for re entry any kind of heat shielding etc etc even still if the contest participant have to fund development it probably would not be worth it to develop just for the contest just give the cheap heavy lift man rate or at least under or so gs booster if do not have to pay for development great will use it but back to the contest goal there be recent article in aw st about low cost it be all relative man return to the moon general dynamics scheme involve titan iv shuttle to lift centaur upper stage lev and crew capsule the mission consist of deliver two unmanned payload to the lunar surface follow by man mission total cost us be billion joint esa nasa project be billion for the us share do not find mention of how long the crew could stay but would bet that its around day and the total payload deliver be about metric tonne so if you ignore the scientific payload hitch ride in the crew habitation module no return trip and toss in few more tonne for the additional consumable to last another month then you might be able to get year visit out of tonne and in case its not obvious that be wild ass guess pretty boring visit since every trip outdoors eat up bit of lox and be not certain if home brew or college brew life support system could last year but let us round this up to tonne convient since thed plan talk about ton payload deliver to the lunar surface this add up to two centaur two lev two shuttle flight all to put single man on the moon for year hmmm not really practical anyone get cheap well way of deliver tonne to the lunar surface within the decade anyone have more precise guess about how much year supply of consumable and equipment would weigh and be wonder about thed lev be it reusable or be it discard henry do you know anything about thed lev note that it use engine be not they reusable restartable would lev fit in have forget if ever know what the cargo bay dimension be for the all in all be not certain that the single goal prize of stay on the moon for year be wise and or useful how about prize for the first non government sponsere unmanned moon landing then another for manned moon landing then yet another for system to extract consumable from lunar soil another for reusable earth moon shuttle and so forth find some way to build civilian moonbase infrastructure have single goal might result in bunch of contestent give up after one person appear about half dozen people huddle in rickety little moon shelter would like to see as much reward for co operation as for competition lastly about ten or fifteen year back seem to recall that there be an english space magazine that have an on go discussion about moonbase on the cheap recall it discuss thing like how much heat the human body produce how much lunar material it would need for protection from solar flare etc unfortunately do not remember the name of this magazine do this ring bell to anyone	['sci.space']
combinedtm	50	44	space power use high info include satellite image strategic thrust	8240	-	galileo update forward from neal ausman galileo mission director galileo mission director status report post launch april spacecraft on april cruise science memory readouts mros be perform for the extreme ultraviolet spectrometer euv dust detector dds and magnetometer mag instrument preliminary analysis indicate the datum be receive properly on april command detector unit signal to noise ratio cdusnr test and radio frequency subsystem automatic gain control rfsagc test be perform use the low gain antenna over madrid meter antenna and madrid meter antenna respectively datum analysis be in process these test be periodically perform to provide detailed information relative to the telecom command hardware integrity on april no op command be send to reset the command loss timer to hour its plan value during this mission phase on april the first of two suppress carrier dsn deep space network advance receiver characterization test be perform over goldstone meter antenna the spacecraft modulation index be varied from degree the ac bus imbalance measurement have not exhibit significant change great thann throughout this period but the dc bus imbalance measurement have the ac measurement readn volt the dc measurement have range fromn volt ton volt and currently readn volt these measurement be consistent with the model develop by the ac dc special anomaly team the spacecraft status as of april be as follow system power margin watt spin configuration dual spin spin rate sensor star scanner spacecraft attitude be approximately degree off sun lagging and degree off earth lead downlink telemetry rate antenna general thermal control all temperature within acceptable range rpm tank pressures all within acceptable range orbiter science instruments power on be thews euv uvs epd mag hic and dds probe rrh power off temperature within acceptable range cmd loss timer setting hour time to initiation hour trajectory as of noon thursday april the galileo spacecraft trajectory status be as follow distance from earth km au distance from sun km au heliocentric speed km per hour distance from jupiter km round trip light time minute second special topic as of april total of real time command have be transmit to galileo since launch of these be initiate in the sequence design process and initiate in the real time command process in the past week one real time command be transmit one be initiate in the sequence design process and none initiate in the real time command process the only command activity be command to reset the command loss timer ron baalke pasadena ca be part caterpillar and	['sci.space']
combinedtm	50	44	space power use high info include satellite image strategic thrust	8687	-	re proton centaur have not see any speculation about it but the salyut kb design bureau be plan newh lox second stage for the proton which would boost payload to leo from about to kg geostationary go from kg gal launcher version to kg this scheme be compete with the energia last year and have not hear which win except now recently read that the central specialized kb be work on the successor to the soyuz booster which must be the energia so the early result be energia win but this be guess nothing be very clear in russia be sure if salyut kb get fund from someone they will continue their development the centaur for the altas be about meter dia and the proton be so that be good fit for their exist upper stage the block which set inside shround just under meter dia do not know about launch load etc but since the centaur survive titan launch which be probably bad than the proton those titan srb probably shake thing up pretty good it seem feasible except the centaur be very fragile thing and may require integration on the pad which be not available now proton be assemble and transport horizontially do anyone know how much stress in the way of payload centaur could support while bolt to proton horizontally and then take down the rail road track and erect on the pad they would also need lox andh facility add to the proton pad unless the new proton second stage be actually build and of course any centaur support system and facility no doubt import from the us at great cost these system may viloate us law so there be political problem to solve in addition to the instability in the cis you mention dennis newkirk motorola land mobile products sector schaumburg il	['sci.space']
combinedtm	50	44	space power use high info include satellite image strategic thrust	8560	-	sirtf mission be still alive april sirtf be still very much in business by mark whalen in these time of extra tight nasa budget the very survival of number of mission have be uncertain but thank space infrared telescope facility sirtf major project consider to be in trouble couple of year ago be alive and well accord to project scientist michael werner light spacecraft revise orbit and short mission have add up to less expensive project with tremendous scientific power and bright future say werner design as follow up to the highly successful infrared astronomical satellite iras and cosmic background explorer cobe mission sirtf cryogenically cool observatory for infrared astronomy from space be schedule for launch in or if plan proceed as schedule iras pioneer work in space base infrare astronomy year ago allow astronomer to view the milky way as never before and reveal among other thing galaxy and comet it provide sky survey time more sensitive than any previously available from ground base observation cobe have measure the infrared and microwave background radiation on large angular scale and reveal new fact about the early universe but to illuminate sirtf potential jim evans jpl manager of astrophysics and fundamental physics pre project recently say that the project be to million time more capable than iras base on technological advance in infrared detector array however despite the enormous stride in infrared exploration sirtf promise and the fact that it be cite as the high priority new initiative for all of astronomy in the by the national academy of sciences it take diet or die directive from nasa headquarters last year to keep the project go accord to werner the project be now know as atlas sirtf base on the key factor in its new design the satellite will orbit the sun instead of the earth permit the use of an atlas rocket launch instead of the formerly propose and heavy titan the main advantage of the solar orbit be that you can use all of your launch capability for boost the payload you do not have to carry up second rocket to circularize the orbit werner say the other advantage to solar orbit he say be that it be in well thermal environment away from the heat of the earth additional major change in sirtf redesign include shorten the mission from five to three year and build spacecraft that be less than half as heavy as in the original plan atlas sirtf will weigh kilogram pound compare to titan sirtf kilogram pound all of that add up to less stressful launch environment werner say and cost saving of more than million for the launch in addition to increase saving in the design of the small less massive spacecraft werner say sirtf redesign come as result of congress tell nasa you be try to do too many thing if you want we how it fit into nasa overall strategy shortly thereafter sirtf be name as nasa high priority flagship scientific mission by the interdisciplinary space sciences advisory committee in addition to the blessing while the spacecraft and its instrument require descope always promise to come about from its advanced infrared detector array which will allow image to be develop ten of thousand of time fast than before accord to evans up until couple of year ago werner say all infrared astronomy be do with single detector or very small array of individually assembled detector since then the department of defense have develop program to produce array of ten or hundred of thousand of detector rather than just few and those be very well suited for use on sirtf werner note that in addition to deal with budget pressure congress be currently watch nasa project with an eye out for any technological spinoff on that question think we have some thing to say he say because the detector we be use be straight off various military development also sirtf will be build by the aerospace industry and it be real technological and engineering challenge in addition to be tremendous scientific project sirtf will be use by the entire astronomical community werner add but the revise three year mission put premium on observe time we have to educate the user community and develop program that involve early survey and quick turnaround of the datum werner say the downsizing of the project require reduction in scope and complexity of sirtf three instrument the infrared spectrograph infrared array camera and multiband imaging photometer however these reduction will only result in loss of efficiency rather than capability he say the project hope to start phase activity in which will provide detailed concept for development and design build the hardware would begin about two year later project cost estimate evans say be million be very optimistic about sirtf he say it will provide tremendous return for the investment werner add that an additional benefit from the project will be the enrichment of our intellectual and cultural environment people on the street be very interested in astronomy black hole the possibility of life on other planet the origin of the universe and those be the kind of question sirtf will help answer ron baalke pasadena ca be part caterpillar and	['sci.space']
combinedtm	50	45	performer pimental incorporated winn handicap smattering amusement danke laze booboo	5021	-	re info on sport cruisers the honda be design by honda in germany originally for the european market as competition for the bmw series check it out tony	['rec.motorcycles']
combinedtm	50	45	performer pimental incorporated winn handicap smattering amusement danke laze booboo	4935	-	re recommendation for front tire stick an on the front have get laser on the front of my gpz and it have be fantastic tire good front tire have ever have	['rec.motorcycles']
combinedtm	50	45	performer pimental incorporated winn handicap smattering amusement danke laze booboo	1052	-	wayne rigby sorry to clog up the news group with this message wayne rigby have the info you request but for some reason can not mail it to you please contact send email address	['comp.graphics']
combinedtm	50	45	performer pimental incorporated winn handicap smattering amusement danke laze booboo	4358	-	re dumbest automotive concept of all time cup holder driving be an importantant enough undertaking cellular phone and mobile fax machine see above vanity mirror on the driver side ashtrays smoker seem to think it be just fine to use the road fake convertible roof and vinyl roof any gold trim	['rec.autos']
combinedtm	50	45	performer pimental incorporated winn handicap smattering amusement danke laze booboo	7405	-	re telephone on hook off hok ok circuit these circuit abound in most electronic project book if you be more inclined to buy something try radio shack think they still have device that be design to disconnect an answer machine when an extension line be lift it have lead indicator also kyler	['sci.electronics']
combinedtm	50	46	question god exist religion life believe good use morality thing	995	-	re newsgroup split concern the propose newsgroup split personally be not in favor of do this learn an awful lot about all aspect of graphic by read this group from code to hardware to algorithm just think make different group out of this be wate and will only result in few post week per group kind of like the convenience of have one big forum for discuss all aspect of graphic anyone else feel this way just curious disagree you could learn the same amount by read all the split group and it would make thing easy for those of we who be less omnivorous there be no waste in create news group its just bit of shuffle about have no problem with only few post per week per group spend too much time on this as it be david	['comp.graphics']
combinedtm	50	46	question god exist religion life believe good use morality thing	9278	-	re accept jeesus in your heart could easily be interpret as be sarcastic they be not have write this reply in the most even handed manner that can with no emotion boil foster dialog and rest assurre that make every attempt to make fun of no one except myself hmmm there be other animal on this planet with advanced mental facility which have not develop religion as satisfactory explaination for the unexplained why be this so far it appear that only human have need to explain the unexplained why be this so the other animal on this planet include those with advanced mental facility seem perfectly content in their ignorance would like to point out that your presupposition scream out at only religion exist as crutch so that the unexplained need not be research religion be make up by human to address perceive need the biological aspect of human be deify that is all aspect of human life can be categorize in hierarchical structure with biology at the apex needless to say disagree with your strong opinion and the underlie presupposition disagree that christianity be an infectious cult it have certainly show itself to be persistent as belief system in spite of various persecution throughout the past two millenia that it continue to persevere do not demonstrate that it be infectious in derrogatory sense it may be that it provide workable system for its adherent and would argue that this be the case disagree that christianity be safety blanket which supplant hope and purpose rather it point an individual to the one source of hope and purpose there be nothing hide about christian source for hope and purpose of what usefulness to you be the distinction between internally motivate hope and purpose and externally give hope and purpose be the apparent loss of control over one own life the problem or be it something else finally one do not appropriate eternal happiness by follow christian moral standard indeed the sole reason for the existance of christianity be because standard be inadequate to save people christian the real power to moral living be give to the christian in the person of god spirit heaven be one of two final state that christian doctrine postulate however christians be generally not motivated to live accord to christian moral standard by this promise future reward rather they be motivate by the perceive benefit to they in the here and now many christian organization be concern with evangelism as priority and rightly so for it be jesus himself who give this as priority for his follower however it be not the penultimate priority as evangelism be normally understand preach the word convert at nearly any cost repeat with new convert ad infinitum rather such evangelism be generally well do through respect the opinion of other while demonstrate the very real benefit of christian lifestyle this demonstration should be so powerful that it compel the non christian to seek out the christian to ask why needless to say such demonstration be not easily accom plishe it take radical committment to the person of jesus it do not happen quickly so perseverance on the part of the christian be require and it can not occur where no personal bond of friendship exist it be ineffective with stranger who can not evaluate the demonstration over time and it be easy to alienate or harm other if the sole purpose of be friend be to gain conversion as long time christian nearly year view with some skep ticism all evangelism program which incorporate hurry up attitude pressured conversion may ultimately be bad than no conversion at all because the pressured convert realize he be coerce and disavow christianity when they would have be open the bible state that it be the very spirit of god which bring conviction of wrong do to people be content to do my part witness and let the spirit do the rest we be far more than animal we sleep eat reproduce and die just as other animal do true but we be also capable of more than this if your personal vision of humanity or of yourself be so limited can only hope and pray that you will someday find more expansive view for reflection what animal have the wide variety of perform art that human do how be it that human can learn the language of other human or animal but that other animal can not do so how be it that human can organize themselves in various social structure whereas other animal have only one structurelatant assertion christianity be not physically addictive christianity be not psychologically addictive christianity be not thing which one snort ingest shoot up it be relationship with live being you might as validly characterize any close knit relationship with this appelation there be jesus freak who let the emotional aspect of worship and christian live gain and retain the upper hand even so this do not by itself invalidate the foundation from which these thing flow guilty by association that christianity which force itself upon another be not christianity at all you appear to have an amazing certainty about what really happen year ago how do you come by it can not accept your conclusion that jesus influence be sole result of the roman sack of jerusalem in he be year go by this time it strain the bound of credulity to assert that nothing about jesus life be noteworthy until the sack christianity be have relationship with jesus christ himself what do you know of he	['soc.religion.christian']
combinedtm	50	46	question god exist religion life believe good use morality thing	9180	-	re atheist view on christianity be re accept jeesus in your heart the discussion begin why do the universe exist at all one of the laws of nature specify cause and effect seem to dictate at least to this layman mind there must be causal event no reasonable alternative exist would argue that causality be actually property of spacetime cause precede their effect and must concede here cause before effect imply time time be part of spacetime hense the argument would be valid could return and say that this do not infer the cause and effect relationship be unique address why which petri pikho address below also concede that be doubly remiss as assert no reasonable alternative exist an entirely subjective statement on my part and one that could be invalidated give time and further discovery by the scientist also understand that prove theory do not necessarily specify that this be how it happen but propose likely description of the phenomena in question be mistaken with this understanding but if you claim that there must be an answer to how do the universe our spacetime emerge from nothing science have some good candidate for an answer all of which require something we christians readily admit to faith the fact that there be several candidate belie that none be conclusive with out conclusive evidence we be leave with faith it could even be argue that one of these hypothesis may one day be prove as good as non repeatable event can be prove but ask what hold someone today to the belief that any or all of they be correct except by faith couple of paragraph delete summary we ask why do the universe exist think this question should actually be split into two part namely why be there existence why anything exist and how do the universe emerge from nothing it be clear science have nothing to say about the first question however be it meaningful question after all would say it be not consider the following apparently it be for many person hence we have religion the question why anything exists can be counter by demand answer to question why there be nothing in nothingness or in non existence actually both question turn out to be devoid of meaning thing that exist do and thing that do not exist do not exist tautology at its good carefully examine the original question and then the counter question the first ask why while the second be request for definition it do not address why something do or do not exist but ask to define the lack of existence the second question be unanswerable indeed for how do we identify something as nothing be not they mutually exclusive term how do we identify state of non existence again this be near the limit of this simple layman ability to comprehend and would appreciate an explanation might add the worldview of thing that exist do and thing that don don be as ground in the realm of the non falsifiable as do the theist belief in god it be base on the assumption that there be not reason for be something as ultimately un supportable as the position of there be reason its very foundation exist in the same soil as that of one who claim there be reason we come to this either be therefore be or be for reason if the former be satisfactory answer then you be do for you be satisfied and need not doctor if the latter your search be just begin seriously doubt god could have an answer to this question time will tell some christians have talk to have say that actually god be himself the existence however see several problem with this answer first it inevitably lead to the conclusion that god be actually all existence good and evil devil and angel we and they this be pantheism not christianity agree it would lead to question their definition of christianity as well another answer be that god be the source of all existence this sound much well but be tempt to ask do god himself exist then if god be the source of his own existence it can only mean that he have in term of human time always exist but this be not the same as the source of all existence this do not preclude his existence it only seek to identify his quality imply he exist to have quality btw the good answer have hear be that human reasoning be incapable of understand such question be an atheist myself do not accept such answer since do not have any other method like the theist we come to statement of faith for this position assume that the evidence at hand be conclusive note be not argue against scientific endeavor for science be useful for understand the universe in which we exist but differ from the atheist in matter of perspective seek to understand what exist to understand and appreciate the art of the creator also have discover science be an inadequate tool to answer why it appear that pihko agree as we shall see but because tool be inadequate to answer question do not preclude the question assert that why be an invalid question do not provide an answer as far as can tell the very law of nature demand why that be not true of something outside of nature super natural this be not true science be collection of model tell we how not why something happen can not see any good reason why the why question would be bind only to natural thing assume that the supernatural domain exist if supernatural being exist it be as appropriate to ask why they do so as it be to ask why we exist my apology be use why as why do this come to be why do pre existence become existence why do pre spacetime become spacetime but we come to the admission that science fail to answer why because it can not be answer in the realm of modern science do that make the question invalid do not believe any technology would be able to produce that necessary spark of life despite have all of the part available just my opinion this opinion be also call vitalism namely that living system be somehow fundamentally different from inanimate system do christians in general adopt this position what would happen when scientist announce they have create primitive life say small bacteria in lab suppose we would do the same thing as when galileo or capernicus be vindicate before someone start jump up and down scream inquisition note say vindicate certainly hope we have get beyond the shoot the messenger stage pihko do present good point though we may need to ask what do as an individual christian base my faith on will it be shake by the production of evidence that shatter our sacred cow or will we seek to understand if new discovery truly disagree with what god say and continue to say in his word why do ask why apology to budweiser and company jason	['soc.religion.christian']
combinedtm	50	46	question god exist religion life believe good use morality thing	11034	-	re question for those with popular morality hudson hudson so why be someone else will such big deal if morality be all relative do not believe ever say that morality be all relative what say be that can make my mind up on my own thank you and that you do not have the right to tell other what to think think that you will find that in most moral system there be respect for human life and the dignity of the person it be all the stuff besides these point that form the core of the disagreement between primitive moral absolutist like yourself and the rest of we hudson maybe the insane lover of pain might reason if other people experience enough pain they might learn to enjoy it too fine there be still the clinical definition of crazy and this also involve violation of free will because the insane lover of your little example would be inflict pain on non willing subject try again hudson hudson you have to have some sort of premise about choice or self awareness no you do not demonstrate to you the example of the football team which do not require premise about freedom of choice or sentience self awareness as say you be wrong and you do not seem to know much about moral system if be you would take david bold suggestion and do some reading on the subject before you try preach about it	['talk.religion.misc']
combinedtm	50	46	question god exist religion life believe good use morality thing	9220	-	re accept jeesus in your heart deletia and so on seem to have be rather unclear what be ask be this please show that the most effective substance absure recovery program involve meetinsg people spiritual need rather than merely attempt to fill people spiritual need as percieve by the people regular or snoopy this will probably involve define spritual need be it not that clear and show that such thing exist and how they can be fill annother tack you might take be to say that fulfil spiritual need mean acknowledge high power of some sort then show that system that do require this work well than otherwise identical system that do not correlation here would help you but as you point out this might just be demonstrate swap one crutch for annother however do feel that religion be usually well crutch than alchohol as it be not usually poisonous hope with that clarification my question will be answerable actually do know about the step program its the question of what it do rather than what it try to do that make difference to	['soc.religion.christian']
combinedtm	50	47	think year work thank question program need try want government	10501	-	clinton press briefing by george stephanopoulos the white house for immediate release april press briefing by george stephanopoulos the briefing room edt mr stephanopoulos guess be just prepared to take question today george bob dole say that the clinton administration policy on bosnia be failure and that he want the united states to take the lead in lift the arm embargo so that the bosnian muslims can defend themselves mr stephanopoulos as you know president clinton have say that that suggestion be under active consideration obviously this be tragic situation in bosnia and if the bosnian serbs do not come to the negotiating table in constructive way we will look seriously at press for lift the arm embargo in the meantime we be go to continue to press for tough sanction resolution in the we be go to continue to work on the serbs to come to the negotiating table but the prospect of an arm embargo be something the president certainly will consider if the serbs do not come to the table how much long be you go to give they to come mr stephanopoulos we be work on that right now it be be long time on february the president mention the value add tax in ohio and when he be ask about it later by reporter he say quote that be radical change in the tax system of the united states it be something think we may have to look at in the year ahead question again about it later he say it be not something that be now under consideration if we start consider it will tell you it be not trial balloon or anything he say be just discuss the tax response to question donna shalala quote in usa today this morning quote certainly we be look at vat what be go on the same with alice rivlin this morning mr stephanopoulos the health care task force be review number of option they have not make any decision yet and as have say from this podium time and time again we be not go to comment on decision that have not be make but you have also say from this podium time and time again wait minute whoa nelly whoa that that be not under consideration yes clinton say it be not something that be now under consideration be that no long true mr stephanopoulos believe the working group as ms shalala say have look at this prospect but no decision have be make of any kind well know but he say he would tell we about it if it be ever under consideration take it that now he be and he do not tell we about it or mr stephanopoulos do he say if it be under consideration or if it be something to be propose if we start consider will tell you mr stephanopoulos if it be something to be propose if we start consider it will tell you that be direct quote mr stephanopoulos the task force have look at number of different option they have not make any decision yet the president have not make any decision yet this be one of the proposal under consideration by the task force be to go out and cast as wide net as possible for different idea on how to reform the health care system they have cast very wide net they have look at hundred of different proposal probably thousand of different proposal but the president have not make any decision well be the president aware of their consideration of this option mr stephanopoulos do not know if he be be brief on any preliminary conclusion or anything like that from the task force on this specific proposal of any kind do not know that that be get to his level he start yesterday to go through with the task force very wide range of decision and do not believe that that be be present to he no well he be not rely on the usa today to tell he what his task force be consider in the way of taxis mr stephanopoulos no he be go through it in very deliberate fashion there be number of decision that have to be make do not know that this proposal have reach that decision making point if this be still under consideration that be change at least from what we have be tell by dee dee think about three week ago or so she say that be not an option talk about the have big argument with somebody over this so remember it specifically and say it not once but twice be that not the case mr stephanopoulos again do not know if this have be present to the president as something that be be look at at some level in the task force it be rule it out though mean unlike other option that you have keep in the mix this one specifically be rule out mr stephanopoulos again this be something that be be look at but no decision have be make of any kind mean it do not it be not necessarily material until you get to the decision make phase the work group be look at hundred of different option if it be rule out before and it be not rule out now then something have change george yes no when guy say in february mr stephanopoulos well the work group be look at the wide possible range of option so something be change they be not look at it before they be look at it now mr stephanopoulos well do not know if the work group have get to that point yet they be cast very wide net how be it possible that you and dee dee be able be say that in fact it be be consider mr stephanopoulos again the work group be look at wide range of option they have not do you deny that you and dee dee rule it flatly rule it out on several occasion in the past month mr stephanopoulos do not deny that mean those be the president word those be very clear subsequent to the president word do you deny that within the last month you and dee dee have both publicly rule it out mr stephanopoulos do not know about the timing think what we do be refer back to the president word and say they stand so do not they stand any long march clinton say for the next four to five year it be rule out mr stephanopoulos well those word the president do say that in february the work group be on separate track and as say do not believe separate from the president mr stephanopoulos do not believe this have be present to the president be they consider something that the president	['talk.politics.misc']
combinedtm	50	47	think year work thank question program need try want government	9827	-	upi news release upi washington dc update desk for the past several month the clinton administration have be stymie by mixed signal come from the economy while most lead indicator have show an apparent improvement in the economy there have be no corresponding improvement in the area of job creation the unemployment figure seem stall at the mark last month in an effort to understand this problem president clinton appoint blue ribbon panel to try to resolve the apparent conflict economic signal this panel be chair by vice president gore today the panel release their result provide shocking conclusion it be the gun vice president gore say apparently nra member and other gun nut be purchase firearm at in record number pull the economy out of the recession their buy they five time fast than ever before and stockpiling leave and right the vice president say however since many domestic firearm and ammunition manufacturer have be experience hard time during the past few year include several declaration of bankruptcy by many lead american gun maker they have not rush to increase hire to meet the new demand we want to see if this run will continue before hire more people say the president of colt industry as long as clinton be in office we suspect it will he add in response to this new information president clinton announce new gun control measure to be introduce into congress this session it be call the ban one month gun control bill under the term of this law every make and model of all firearm will be write on individual index card the card will all be put in big hat and the president will draw one card every month sixty day later that gun will be ban from any further manufacture importation or sale in this country except to the politically connect and to member of the national police force the president say this law will benefit america two way when the gun of the month be announce every thirty day the gun nut will run out and buy thousand of they boost the economy even more in addition over the long run we will get all of these icky evil gun off of the street he also announce the appointment of sarah brady to oversee this program cite she honesty and unbiased view on the subject of gun control senator metzenbaum deconcini feinstein and boxer have propose an amendment to the bill which would add additional index card contain caliber designation for all know ammunition their stockpiling stockpiling stockpile scream metzenbaum during press conference at the national headquarters of handgun control inc senators simon metzenbaum and moyenhan also introduce an amendment that would make all gun illegal to possess once the last card have be draw from the hat senator simon be quote as say first we will fuck em then we will kick em out of bed in the morning during press conference he hold in the second floor mens restroom of the senate building he of course be refer to the fact that he would allow the people to purchase the gun to help the economy but would require the batf to seize all of the gun in america sometime in the year after all of the card have be draw the head of the batf respond by say we will have to see if this thing in waco be over by then we may be too busy to seize all those gun us house representatives pat schroeder and david skaggs of colorado declare this propose law as be reasonable gun control which will not affect anybodys constitutional right to own sporting gun end article for the humor impair bill vojak nra ila colorado firearms coalition	['talk.politics.guns']
combinedtm	50	47	think year work thank question program need try want government	10746	-	clinton vp gore join students in orlando for kids earth summit white house for immediate release contact heidi kukis thursday april julia payne gore join student in orlando for first kids earth summit will take part in special town meeting on the environment saturday april orlando florida wasington join student from across the united states and around the world for the first ever kids earth summit vice president al gore will travel to orlando florida on saturday and participate in special town hall meeting host by linda ellerbee for broadcast on nickelodeon to hear the young people concern and share idea about the environment the vice president will take part in the kids world council plan it for the planet from pm edt saturday in orlando florida he will tour display of student environmental project then videotape the town hall meeting where he will discuss with student delegate their concern about the environment and their plan for an environmentally sound future the town hall meeting will be moderate by linda ellerbee and tape for news special nickelodeon special edition plan it for the planet which will air on sunday april at pm edt it be sponsor by nickelodeon and the children earth fund young people care about the environment because they know it affect our future across the country and around the world young people be speak out about the environmental challenge we face they be identify problem think about solution and they be demand action from their leader the vice president say the kids world council delegate be meet for three day in orlando to discuss how to save energy and switch to renewable energy they will be follow the format and goal of the earth summit that take place last year in rio de janeiro the vice president lead the senate delegation to the earth summit look forward to hear what young people have to say about the environment and their future their insight into the world around we be important the vice president say more schedule for the vice president saturday april pm edt vice president tours display of student environmental project nickelodeon studios orlando florida pm edt vice president takes part in town hall meeting with kids world council delegate and linda ellerbee nickelodeon studios orlando florida pm edt vice president departs from kids world council for washington parise or marty von ruden in florida at	['talk.politics.misc']
combinedtm	50	47	think year work thank question program need try want government	8277	-	re nasa wraps allen sherzer write you totally forget the original post that you post allen in that post you state that the wrap be on top of and in addition to any overhead geez in this post you finally admit that this be not true come your little ol bun down here and you will find out who be do what and who be work on integration this be simply an ad hominum attack and you know it of course there be fee it be for administration geez allen any cost such as library and other thing that must be there to support program and wrap as you originally state it you state that wrap be on top of all of the overhead which couple of sentence down you say be not true which be it allen as you have post on this subject allen you state that wrap be over and above overhead and be seperate charge you admit here that this be wrong nasa have line item budget every year have see it allen get some number from that detailed nasa budget and dig out the wrap number and then howl to high heaven about it until you do that you be bark in the wind integration could be do well at the center apollo integration be do here at msfc and that do not turn out so bad the philosophy of reston be totally wrong allen there you have bunch of people who be completely remove from the work that they be try to oversee there be no way that will ever work it have never work in any large scale project that it be ever try on could you imagine reston like set up for apollo oh you be full of it allen on this one agree thatsc screw up big they should be responsible for that screw up and the people that cause it replace to make stupid statement like that just show how deep your bias go come to msfc for couple of week and you will find out just how wrong you really be maybe not people like you believe exactly what they want to believe no matter what the fact be contrary to it agree that integration be the single most important part of successful large scale effort what completly disagree with be seperate that integration function from the people that be do the work it be call leadership allen that be what make apollo work final responsibility for the success of apollo be hold by less than people that be leadership and responsibility there be neither when you have any organization set up as reston be you could take the same people and move they tosc or msfc and they could do much well job why do it take year for reston to finally say something about the problem if they be on site and part of the process then the problem would have never get out of hand in the first place there be one heck of lot do not know allen but one thing do know be that for project to be successful you must have leadership remember all of the turn over at reston that keep ssf program in shamble for year do you it be lack of responsibility and leadership that be the program problem lack of leadership from the white house congress and at reston nasa be only symptom of great national problem you be so narrowly focus in your effort that you do not see this no be say that if they be locate atsc it never would have happen in the first place have the time to reitereate one more timet that if the leadership that be at reston be on site atsc the problem never would have happen totally ignore the lack of leadership of congress this many head hydra that have grow up at nasa be the true problem of the agency and to try to change the question to suit you and your bias be only indicative of your position dennis university of alabama in huntsville	['sci.space']
