ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
14	jewish black jews wrong search race delete story know land	2.0	2.0	2.0	3	search know land	2	"[(""'jewish'"", ""'jews'""), (""'race'"", ""'land'"")]"	0	
15	drug use error correct value plant list crack property line	2.0	2.0	2.0	2	'plant' 'list'	2	"[(""'drug'"", ""'plant'""), (""'crack'"", ""'line'"")]"	2	'crack' 'line'
16	sexual sex double know verdict admit child orientation thing think	2.0	2.0	2.0	3	know think thing	2	"[(""'sex'"", ""'sexual'""), (""'child'"", ""'thing'"")]"	0	
17	research secretary president committee organization university material center agency national	2.2	2.0	3.0	2	'material' 'center'	2	"[(""'research'"", ""'university'""), (""'organization'"", ""'university'"")]"	1	'secretary' - While a common word
18	health care pay private canada condition year average good excellent	2.2	2.0	3.0	4	'year' 'average' 'good' 'excellent'	3	"[(""'health'"", ""'care'""), (""'pay'"", ""'average'""), (""'canada'"", ""'year'"")]"	0	
19	space earth nasa launch energy orbit mission image satellite flight	3.0	2.0	3.0	1	'energy'	3	"[(""'space'"", ""'earth'""), (""'nasa'"", ""'satellite'""), (""'launch'"", ""'flight'"")]"	0	
20	sound fan left like right screw cheer straight spread funny	2.0	2.0	3.0	1	funny	2	"[(""'fan'"", ""'left'""), (""'fan'"", ""'right'"")]"	0	
21	drive hard tape problem supply internal pin disk work power	2.0	2.0	3.0	0		2	"[(""'drive'"", ""'disk'""), (""'hard'"", ""'disk'"")]"	0	
22	ground service use radio current box wire switch power need	2.8	2.0	3.0	1	need	2	"[(""'ground'"", ""'box'""), (""'current'"", ""'power'"")]"	0	
23	use send mail request address list application user message number	3.0	2.0	3.0	0		4	"[(""'use'"", ""'application'""), (""'send'"", ""'mail'""), (""'mail'"", ""'message'""), (""'request'"", ""'application'"")]"	0	
24	chip problem help line count appreciate jordan work memory use	2.0	2.0	3.0	0		2	"[(""'chip'"", ""'memory'""), (""'help'"", ""'use'"")]"	0	
25	steve mark brian dos adam picture peter book date respond	2.0	2.0	3.0	4	'picture' 'book' 'date' 'respond'	2	"[(""'steve'"", ""'peter'""), (""'mark'"", ""'adam'"")]"	0	
26	palestinians terrorism page torture conference camp final press tank atf	2.0	2.0	2.0	4	'page' 'conference' 'press' 'tank'	2	"[(""'palestinians'"", ""'camp'""), (""'atf'"", ""'page'"")]"	0	
27	gay play pick dog wing warrant reserve free govt record	2.0	2.0	2.0	2	'dog' 'wing'	2	"[(""'gay'"", ""'free'""), (""'govt'"", ""'record'"")]"	0	
28	clipper phone patient disease treatment security medical announcement need teacher	2.0	2.0	3.0	2	'teacher' 'security'	3	"[(""'phone'"", ""'patient'""), (""'phone'"", ""'medical'""), (""'patient'"", ""'medical'"")]"	0	
29	waste eat favor food big blow perry drug kid bob	2.0	2.0	2.0	0		3	"[(""'food'"", ""'eat'""), (""'food'"", ""'waste'""), (""'kid'"", ""'bob'"")]"	0	
30	key game bit algorithm use point block time command method	2.2	2.0	3.0	0		2	"[(""'key'"", ""'command'""), (""'bit'"", ""'block'"")]"	0	
31	card use bit gaza mode mac fast bus machine ibm	2.0	2.0	2.0	2	'gaza' 'mac'	2	"[(""'card'"", ""'mac'""), (""'bus'"", ""'machine'"")]"	0	
32	file nazi available ftp edu site version archive anonymous format	2.0	2.0	3.0	3	'available' 'version' 'format'	3	"[(""'file'"", ""'format'""), (""'file'"", ""'version'""), (""'ftp'"", ""'site'"")]"	0	
33	price sell cost sale purchase product staff des market order	3.0	2.0	3.0	2	'staff' 'des'	3	"[(""'price'"", ""'cost'""), (""'sell'"", ""'sale'""), (""'product'"", ""'des'"")]"	1	'des'
34	state people law muslim genocide right government population muslims history	2.0	2.0	3.0	1	history	2	"[(""'state'"", ""'government'""), (""'muslim'"", ""'muslims'"")]"	2	'muslim' 'muslims'
35	good look thank want code help reply know like hear	2.4	2.0	3.0	2	'code' 'reply'	3	"[(""'good'"", ""'like'""), (""'help'"", ""'thank'""), (""'know'"", ""'reply'"")]"	0	
36	theory screen object speech hole problem time josh light herring	2.0	2.0	3.0	2	josh herring	1	"[(""'josh'"", ""'herring'"")]"	0	
37	crime trial law state police people gay criminal guilty case	3.0	2.0	3.0	1	'gay'	3	"[(""'crime'"", ""'criminal'""), (""'law'"", ""'case'""), (""'law'"", ""'trial'"")]"	0	
38	israel greek people jews kill soldier soviet child come dead	2.0	2.0	2.0	3	'greek' 'soviet' 'come'	1	"[(""'israel'"", ""'jews'"")]"	0	
39	fbi read report know local datum news philadelphia accurate suspect	2.0	2.0	3.0	0		2	"[(""'fbi'"", ""'philadelphia'""), (""'suspect'"", ""'know'"")]"	0	
40	study trade cover opinion armed brain parent new river hospital	2.0	2.0	3.0	2	'armed' 'hospital'	1	"[(""'brain'"", ""'hospital'"")]"	0	
41	car water good like time ride year new engine mile	2.0	2.0	3.0	2	'good' 'like'	2	"[(""'car'"", ""'engine'""), (""'ride'"", ""'mile'"")]"	0	
42	team think game year lose player play good compromise bad	2.0	2.0	3.0	1	year	2	"[(""'team'"", ""'player'""), (""'game'"", ""'play'"")]"	0	
43	president group troop vote press consider proposal package issue option	2.2	2.0	3.0	1	consider	2	"[(""'president'"", ""'troop'""), (""'vote'"", ""'option'"")]"	0	
44	point liberal medium bias bomb goal zionist conservative bush military	2.0	2.0	3.0	2	'bomb' 'bush'	2	"[(""'point'"", ""'goal'""), (""'liberal'"", ""'conservative'"")]"	0	
45	write book translation original think sense david marriage read know	2.0	2.0	3.0	2	david marriage	2	"[(""'write'"", ""'read'""), (""'david'"", ""'know'"")]"	0	
46	gun koresh homosexual like tax think right defense shoot time	2.0	2.0	3.0	2	'like' 'time'	2	"[(""'gun'"", ""'shoot'""), (""'tax'"", ""'time'"")]"	0	
47	army nazis role iran war movement land libertarian british pain	2.0	2.0	2.0	1	'pain'	2	"[(""'army'"", ""'british'""), (""'war'"", ""'nazis'"")]"	0	
48	turkish max air von oppress yup sexuality ali biz anxiety	2.0	2.0	2.0	3	'yup' 'ali' 'biz'	2	"[(""'ali'"", ""'max'""), (""'anxiety'"", ""'oppress'"")]"	0	
49	run driver build color graphic version kent windows doug like	2.0	2.0	2.6	3	'kent' 'doug' 'like'	2	"[(""'windows'"", ""'kent'""), (""'doug'"", ""'kent'"")]"	0	
